,Location,Date,CCG,Radius,lat/long,distance_from_LHR,Pollutant,Indicator Value (R µg/m3)
0, Hounslow 2 - Cranford,2004,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
1, Hounslow 2 - Cranford,2005,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
2, Hounslow 2 - Cranford,2006,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
3, Hounslow 2 - Cranford,2007,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
4, Hounslow 2 - Cranford,2008,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
5, Hounslow 2 - Cranford,2009,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
6, Hounslow 2 - Cranford,2010,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
7, Hounslow 2 - Cranford,2011,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
8, Hounslow 2 - Cranford,2012,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
9, Hounslow 2 - Cranford,2013,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
10, Hounslow 2 - Cranford,2014,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
11, Hounslow 2 - Cranford,2015,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
12, Hounslow 2 - Cranford,2016,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
13, Hounslow 2 - Cranford,2017,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
14, Hounslow 2 - Cranford,2018,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
15, Hounslow 2 - Cranford,2019,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
16, Hounslow 2 - Cranford,2020,Hounslow,Inner,"[51.4686132, -0.3613471]",6.440136508074675,Carbon monoxide,
17, Hounslow 4 - Chiswick High Road,2004,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
18, Hounslow 4 - Chiswick High Road,2005,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
19, Hounslow 4 - Chiswick High Road,2006,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
20, Hounslow 4 - Chiswick High Road,2007,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
21, Hounslow 4 - Chiswick High Road,2008,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
22, Hounslow 4 - Chiswick High Road,2009,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
23, Hounslow 4 - Chiswick High Road,2011,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
24, Hounslow 4 - Chiswick High Road,2012,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
25, Hounslow 4 - Chiswick High Road,2013,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
26, Hounslow 4 - Chiswick High Road,2014,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
27, Hounslow 4 - Chiswick High Road,2015,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
28, Hounslow 4 - Chiswick High Road,2016,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
29, Hounslow 4 - Chiswick High Road,2017,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
30, Hounslow 4 - Chiswick High Road,2018,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
31, Hounslow 4 - Chiswick High Road,2019,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
32, Hounslow 4 - Chiswick High Road,2020,Hounslow,Inner,"[51.492507, -0.257252]",13.872240502797098,Carbon monoxide,
33, Hounslow Brentford,2004,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,0.8174028579925703
34, Hounslow Brentford,2005,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,0.8392115285668963
35, Hounslow Brentford,2006,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,0.5013910806898613
36, Hounslow Brentford,2007,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,0.5391916818669604
37, Hounslow Brentford,2008,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
38, Hounslow Brentford,2009,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
39, Hounslow Brentford,2010,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
40, Hounslow Brentford,2011,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
41, Hounslow Brentford,2012,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
42, Hounslow Brentford,2013,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
43, Hounslow Brentford,2014,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
44, Hounslow Brentford,2015,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
45, Hounslow Brentford,2016,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
46, Hounslow Brentford,2017,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
47, Hounslow Brentford,2018,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
48, Hounslow Brentford,2019,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
49, Hounslow Brentford,2020,Hounslow,Inner,"[51.4620974, -0.3617294]",6.4724462662062106,Carbon monoxide,
50, Hounslow Feltham,2012,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
51, Hounslow Feltham,2013,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
52, Hounslow Feltham,2014,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
53, Hounslow Feltham,2015,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
54, Hounslow Feltham,2016,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
55, Hounslow Feltham,2017,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
56, Hounslow Feltham,2018,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
57, Hounslow Feltham,2019,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
58, Hounslow Feltham,2020,Hounslow,Inner,"[51.4578773, -0.38514812469308957]",4.976826206060509,Carbon monoxide,
59, Hounslow Gunnersbury,2012,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
60, Hounslow Gunnersbury,2013,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
61, Hounslow Gunnersbury,2014,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
62, Hounslow Gunnersbury,2015,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
63, Hounslow Gunnersbury,2016,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
64, Hounslow Gunnersbury,2017,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
65, Hounslow Gunnersbury,2018,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
66, Hounslow Gunnersbury,2019,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
67, Hounslow Gunnersbury,2020,Hounslow,Inner,"[51.500676, -0.284383]",12.24905711078627,Carbon monoxide,
68, Hounslow Hatton Cross,2006,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
69, Hounslow Hatton Cross,2007,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
70, Hounslow Hatton Cross,2008,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
71, Hounslow Hatton Cross,2009,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
72, Hounslow Hatton Cross,2010,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
73, Hounslow Hatton Cross,2011,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
74, Hounslow Hatton Cross,2012,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
75, Hounslow Hatton Cross,2013,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
76, Hounslow Hatton Cross,2014,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
77, Hounslow Hatton Cross,2015,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
78, Hounslow Hatton Cross,2016,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
79, Hounslow Hatton Cross,2017,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
80, Hounslow Hatton Cross,2018,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
81, Hounslow Hatton Cross,2019,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
82, Hounslow Hatton Cross,2020,Hounslow,Inner,"[51.463402, -0.427525]",1.9950655085217097,Carbon monoxide,
83, Hounslow Heston Road,2006,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
84, Hounslow Heston Road,2007,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
85, Hounslow Heston Road,2008,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
86, Hounslow Heston Road,2009,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
87, Hounslow Heston Road,2010,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
88, Hounslow Heston Road,2011,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
89, Hounslow Heston Road,2012,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
90, Hounslow Heston Road,2013,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
91, Hounslow Heston Road,2014,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
92, Hounslow Heston Road,2015,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
93, Hounslow Heston Road,2016,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
94, Hounslow Heston Road,2017,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
95, Hounslow Heston Road,2018,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
96, Hounslow Heston Road,2019,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
97, Hounslow Heston Road,2020,Hounslow,Inner,"[51.4735822, -0.3858181]",4.759452811135553,Carbon monoxide,
98,Ealing - Acton Town Hall,2004,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,0.770049469902473
99,Ealing - Acton Town Hall,2005,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,0.7621498097570265
100,Ealing - Acton Town Hall,2006,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,0.7300953061587455
101,Ealing - Acton Town Hall,2007,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,0.6519782013433968
102,Ealing - Acton Town Hall,2008,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,0.5025170231624833
103,Ealing - Acton Town Hall,2009,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,0.6400324472780062
104,Ealing - Acton Town Hall,2010,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,0.482649570106708
105,Ealing - Acton Town Hall,2011,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,0.4207831683090332
106,Ealing - Acton Town Hall,2012,Ealing,Inner,"[51.50663616079527, -0.2678132745985841]",13.538414503810257,Carbon monoxide,
107,Ealing - Acton Town Hall (Partisol),2005,Ealing,Inner,"[51.506675749015194, -0.26802731507705546]",13.52560207096438,Carbon monoxide,
108,Ealing - Acton Town Hall (Partisol),2006,Ealing,Inner,"[51.506675749015194, -0.26802731507705546]",13.52560207096438,Carbon monoxide,
109,Ealing - Acton Town Hall FDMS,2005,Ealing,Inner,"[51.5068159264046, -0.26836391507706425]",13.508075897274745,Carbon monoxide,
110,Ealing - Acton Town Hall FDMS,2006,Ealing,Inner,"[51.5068159264046, -0.26836391507706425]",13.508075897274745,Carbon monoxide,
111,Ealing - Acton Town Hall FDMS,2007,Ealing,Inner,"[51.5068159264046, -0.26836391507706425]",13.508075897274745,Carbon monoxide,
112,Ealing - Acton Town Hall FDMS,2008,Ealing,Inner,"[51.5068159264046, -0.26836391507706425]",13.508075897274745,Carbon monoxide,
113,Ealing - Acton Town Hall FDMS,2009,Ealing,Inner,"[51.5068159264046, -0.26836391507706425]",13.508075897274745,Carbon monoxide,
114,Ealing - Acton Town Hall FDMS,2010,Ealing,Inner,"[51.5068159264046, -0.26836391507706425]",13.508075897274745,Carbon monoxide,
115,Ealing - Acton Town Hall FDMS,2011,Ealing,Inner,"[51.5068159264046, -0.26836391507706425]",13.508075897274745,Carbon monoxide,
116,Ealing - Acton Vale ,2017,Ealing,Inner,"[51.5097107, -0.2881658]",12.319770054928235,Carbon monoxide,
117,Ealing - Acton Vale ,2018,Ealing,Inner,"[51.5097107, -0.2881658]",12.319770054928235,Carbon monoxide,
118,Ealing - Acton Vale ,2019,Ealing,Inner,"[51.5097107, -0.2881658]",12.319770054928235,Carbon monoxide,
119,Ealing - Acton Vale ,2020,Ealing,Inner,"[51.5097107, -0.2881658]",12.319770054928235,Carbon monoxide,
120,Ealing - Court Way,2005,Ealing,Outer,"[53.7200568, -1.6467423]",262.8280304607225,Carbon monoxide,
121,Ealing - Court Way,2006,Ealing,Outer,"[53.7200568, -1.6467423]",262.8280304607225,Carbon monoxide,
122,Ealing - Ealing Town Hall,2004,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
123,Ealing - Ealing Town Hall,2005,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
124,Ealing - Ealing Town Hall,2006,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
125,Ealing - Ealing Town Hall,2007,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
126,Ealing - Ealing Town Hall,2008,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
127,Ealing - Ealing Town Hall,2009,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
128,Ealing - Ealing Town Hall,2010,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
129,Ealing - Ealing Town Hall,2011,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
130,Ealing - Ealing Town Hall,2012,Ealing,Inner,"[51.51315895, -0.3075858621104416]",11.232878966411473,Carbon monoxide,
131,Ealing - Greenford,2008,Ealing,Inner,"[51.541370549999996, -0.3661947515170668]",10.006307714083318,Carbon monoxide,
132,Ealing - Greenford,2009,Ealing,Inner,"[51.541370549999996, -0.3661947515170668]",10.006307714083318,Carbon monoxide,
133,Ealing - Hanger Lane Gyratory,2004,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
134,Ealing - Hanger Lane Gyratory,2005,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
135,Ealing - Hanger Lane Gyratory,2006,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
136,Ealing - Hanger Lane Gyratory,2007,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
137,Ealing - Hanger Lane Gyratory,2008,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
138,Ealing - Hanger Lane Gyratory,2009,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
139,Ealing - Hanger Lane Gyratory,2010,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
140,Ealing - Hanger Lane Gyratory,2011,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
141,Ealing - Hanger Lane Gyratory,2012,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
142,Ealing - Hanger Lane Gyratory,2013,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
143,Ealing - Hanger Lane Gyratory,2014,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
144,Ealing - Hanger Lane Gyratory,2015,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
145,Ealing - Hanger Lane Gyratory,2016,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
146,Ealing - Hanger Lane Gyratory,2017,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
147,Ealing - Hanger Lane Gyratory,2018,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
148,Ealing - Hanger Lane Gyratory,2019,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
149,Ealing - Hanger Lane Gyratory,2020,Ealing,Inner,"[51.53088277, -0.2925534]",13.082251386605167,Carbon monoxide,
150,Ealing - Southall,2004,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
151,Ealing - Southall,2005,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
152,Ealing - Southall,2006,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
153,Ealing - Southall,2007,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
154,Ealing - Southall,2008,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
155,Ealing - Southall,2009,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
156,Ealing - Southall,2010,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
157,Ealing - Southall,2011,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
158,Ealing - Southall,2012,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
159,Ealing - Southall,2013,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
160,Ealing - Southall,2014,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
161,Ealing - Southall,2015,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
162,Ealing - Southall,2016,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
163,Ealing - Southall FDMS,2011,Ealing,Inner,"[51.50659726, -0.35425232]",8.03259433523409,Carbon monoxide,
164,Ealing - Southall FDMS,2012,Ealing,Inner,"[51.50659726, -0.35425232]",8.03259433523409,Carbon monoxide,
165,Ealing - Southall FDMS,2013,Ealing,Inner,"[51.50659726, -0.35425232]",8.03259433523409,Carbon monoxide,
166,Ealing - Southall FDMS,2014,Ealing,Inner,"[51.50659726, -0.35425232]",8.03259433523409,Carbon monoxide,
167,Ealing - Southall FDMS,2015,Ealing,Inner,"[51.50659726, -0.35425232]",8.03259433523409,Carbon monoxide,
168,Ealing - Southall FDMS,2016,Ealing,Inner,"[51.50659726, -0.35425232]",8.03259433523409,Carbon monoxide,
169,Ealing - Southall Railway,2011,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
170,Ealing - Southall Railway,2012,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
171,Ealing - Southall Railway,2013,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
172,Ealing - Southall Railway,2014,Ealing,Inner,"[51.508034699999996, -0.380026880786268]",6.65652382304702,Carbon monoxide,
173,Ealing - Western Avenue,2010,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
174,Ealing - Western Avenue,2011,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
175,Ealing - Western Avenue,2012,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
176,Ealing - Western Avenue,2013,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
177,Ealing - Western Avenue,2014,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
178,Ealing - Western Avenue,2015,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
179,Ealing - Western Avenue,2016,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
180,Ealing - Western Avenue,2017,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
181,Ealing - Western Avenue,2018,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
182,Ealing - Western Avenue,2019,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
183,Ealing - Western Avenue,2020,Ealing,Inner,"[51.5139785, -0.3197585]",10.518977350594097,Carbon monoxide,
184,Heathrow Bath Road,2019,Hillingdon,Inner,"[51.4814078, -0.4625284]",1.3887363498797447,Carbon monoxide,
185,Heathrow Bath Road,2020,Hillingdon,Inner,"[51.4814078, -0.4625284]",1.3887363498797447,Carbon monoxide,
186,Heathrow Green Gates,2004,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
187,Heathrow Green Gates,2005,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
188,Heathrow Green Gates,2006,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
189,Heathrow Green Gates,2007,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
190,Heathrow Green Gates,2008,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
191,Heathrow Green Gates,2009,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
192,Heathrow Green Gates,2010,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
193,Heathrow Green Gates,2011,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
194,Heathrow Green Gates,2012,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
195,Heathrow Green Gates,2013,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
196,Heathrow Green Gates,2014,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
197,Heathrow Green Gates,2015,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
198,Heathrow Green Gates,2016,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
199,Heathrow Green Gates,2017,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
200,Heathrow Green Gates,2018,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
201,Heathrow Green Gates,2019,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
202,Heathrow Green Gates,2020,Hillingdon,Inner,"[51.481478, -0.486675]",2.5792077089726644,Carbon monoxide,
203,Heathrow LHR2,2004,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
204,Heathrow LHR2,2005,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
205,Heathrow LHR2,2006,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
206,Heathrow LHR2,2007,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
207,Heathrow LHR2,2008,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
208,Heathrow LHR2,2009,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
209,Heathrow LHR2,2010,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
210,Heathrow LHR2,2011,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
211,Heathrow LHR2,2012,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
212,Heathrow LHR2,2013,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
213,Heathrow LHR2,2014,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
214,Heathrow LHR2,2015,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
215,Heathrow LHR2,2016,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
216,Heathrow LHR2,2017,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
217,Heathrow LHR2,2018,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
218,Heathrow LHR2,2019,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
219,Heathrow LHR2,2020,Hillingdon,Inner,"[51.479167, -0.440556]",1.392819200703356,Carbon monoxide,
220,Heathrow Oaks Road,2004,Surrey Heartlands,Inner,"[51.46773895, -0.4587800741571181]",0.40106196004584826,Carbon monoxide,
221,Heathrow Oaks Road,2005,Surrey Heartlands,Inner,"[51.46773895, -0.4587800741571181]",0.40106196004584826,Carbon monoxide,
