,CCG_Poll_Map,Year,Nitrogen dioxide,PM10
119,Watford,2008,33.70004099844073,21.123615861857893
120,Hammersmith and Fulham,2009,50.33713471889953,20.22278196785961
121,Oxford,2009,54.83390174698989,25.106132877001272
122,Reading,2009,44.314326011273344,24.82936538235286
123,Watford,2009,39.265491325625455,21.864278641480237
124,Oxford,2010,60.2597463623483,23.630868040363435
125,Reading,2010,46.98932919533532,25.55291821817796
126,Watford,2010,38.79100702531181,22.718199554223887
127,Hammersmith and Fulham,2011,83.64898474419026,32.77238052568698
128,Oxford,2011,52.55301708890414,22.91341079295766
129,Reading,2011,45.95638545298772,29.42136840311836
130,Watford,2011,38.54786485792271,24.51266701443069
131,Hammersmith and Fulham,2012,92.04156192063498,37.70916463911675
132,Oxford,2012,57.90691997301865,20.511618587089643
133,Reading,2012,46.206437227803576,28.2837504398242
134,Watford,2012,38.5531932333797,21.794203034165484
135,Hammersmith and Fulham,2013,77.7979631649266,26.49792140591713
136,Oxford,2013,52.14528026173364,22.2902436294776
137,Reading,2013,47.01425269888338,23.624317419647607
138,Watford,2013,39.23086827290806,23.628673170466953
139,Hammersmith and Fulham,2014,80.75805644668205,28.406974637681166
140,Oxford,2014,46.94715972977029,19.60185019192945
141,Reading,2014,41.87001978274143,28.024767142583247
142,Watford,2014,39.91325294937453,20.767375200209635
143,Hammersmith and Fulham,2015,77.25785099746336,25.38471751177979
144,Oxford,2015,44.0889587691537,21.289544773837143
145,Reading,2015,38.86213980675558,25.26028931555196
146,Watford,2015,35.147554524912515,21.838145406792478
147,Hammersmith and Fulham,2016,74.93779640620328,26.288016563869167
148,Oxford,2016,46.67459206495556,19.782039379558363
149,Reading,2016,36.66614384485512,20.654428146190345
150,Watford,2016,35.56754625929749,14.269256335847759
151,Hammersmith and Fulham,2017,76.80877754472597,26.83732760792819
152,Oxford,2017,39.27658523841465,17.10285982302336
153,Reading,2017,32.16093530989687,21.010123048735174
154,Watford,2017,32.594032118045554,13.761175309263376
155,Hammersmith and Fulham,2018,71.46410514612711,25.708968632251448
156,Oxford,2018,39.217792603660676,19.16078902801334
157,Reading,2018,34.20268062480706,23.567503608723165
158,Watford,2018,31.861290743592768,14.98304824030477
159,Hammersmith and Fulham,2019,56.549049377438784,22.727670802321402
160,Oxford,2019,39.691510976416815,17.388310856363844
161,Reading,2019,30.42589734789973,22.75082574472545
162,Watford,2019,30.165464311389666,15.05591437388225
163,Hammersmith and Fulham,2020,38.66501663087102,22.318334633905586
164,Oxford,2020,28.00686834887908,15.914070344894553
165,Reading,2020,22.337960482983622,19.421970307968532
166,Watford,2020,20.81302206171813,13.758944803816775
167,Reading,2004,40.21514089791398,24.900647780725155
168,Reading,2005,40.21514089791398,24.900647780725155
169,Hammersmith and Fulham,2010,66.82400127684917,26.86258473269621
