,Location,Date,Carbon monoxide,Nitric Oxide,Nitrogen dioxide,Oxides of Nitrogen,Ozone,PM10 Particulate matter,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Sulphur dioxide,Nitric oxide
259,Heathrow LHR2,2012-12-31,,,46.99179462342446,,,,24.294934490651052,10.588096991354888,,
260,Heathrow LHR2,2013-12-31,,,47.88038382722805,,,,26.080206809691123,10.93517843988444,,
261,Heathrow LHR2,2014-12-31,,,46.506399907930806,,,,17.918614407046313,9.92124466665076,,
262,Heathrow LHR2,2015-12-31,,,44.177800800983626,,,,13.154655882152825,8.64823895963532,,
263,Heathrow LHR2,2016-12-31,,,47.872269205779396,,,,14.547124468306988,9.350462480013725,,
264,Heathrow LHR2,2017-12-31,,,48.41253693897339,,,,15.155070499153837,9.121055643128077,,
265,Heathrow LHR2,2018-12-31,,,43.35449539563852,,,,14.184669790440697,9.058474489732918,,
266,Heathrow LHR2,2019-12-31,,,42.4914619669513,,,,13.386902918403807,8.697042669956604,,
267,Heathrow LHR2,2020-12-31,,,25.010733472271742,,,,11.635654560533643,7.178454961485912,,
268,Heathrow Oaks Road,2004-12-31,,,33.70989968445995,,,,23.94585471211713,11.631702891569878,,
269,Heathrow Oaks Road,2005-12-31,,,37.544305890680086,,,,24.844381648172135,11.96573791453155,,
270,Heathrow Oaks Road,2006-12-31,,,33.483760647015224,,,,26.497313342847267,12.237865972145531,,
271,Heathrow Oaks Road,2007-12-31,,,37.564444899527665,,,,24.342762131915805,12.198261361930347,,
272,Heathrow Oaks Road,2008-12-31,,,34.80325162724035,,,,21.86015740421361,11.502066787841112,,
273,Heathrow Oaks Road,2009-12-31,,,33.448583081778445,,,,21.196503084942346,10.286653666348341,,
274,Heathrow Oaks Road,2010-12-31,,,37.106054641110305,,,,20.71528357798679,10.669508286826774,,
275,Heathrow Oaks Road,2011-12-31,,,30.29160213560411,,,,23.913083472588305,10.439104380344425,,
276,Heathrow Oaks Road,2012-12-31,,,30.631591406628257,,,,20.012126962137827,9.758064056670998,,
277,Heathrow Oaks Road,2013-12-31,,,34.378127915599855,,,,21.58523690779892,9.9703922743585,,
278,Heathrow Oaks Road,2014-12-31,,,32.61005279116354,,,,17.701809765468372,10.016992674593208,,
279,Heathrow Oaks Road,2015-12-31,,,27.409043543954045,,,,13.508984649322036,9.028487017688663,,
280,Heathrow Oaks Road,2016-12-31,,,31.47462002676802,,,,14.579729099048047,9.498990713930988,,
281,Heathrow Oaks Road,2017-12-31,,,25.745706717897,,,,14.145530607345712,9.207462882540355,,
282,Heathrow Oaks Road,2018-12-31,,,27.852091447668165,,,,15.249259329513036,9.645984984640132,,
283,Heathrow Oaks Road,2019-12-31,,,26.211692062683564,,,,14.950952114131457,9.512783314821354,,
284,Heathrow Oaks Road,2020-12-31,,,16.35354863972242,,,,13.072851231648794,7.354841995263192,,
285,Hillingdon 2 - Hillingdon Hospital,2004-12-31,,,37.48037232433728,,,,25.23966272684802,,,
286,Hillingdon 2 - Hillingdon Hospital,2005-12-31,,,38.904307268986216,,,,22.701754762644878,,,
287,Hillingdon 2 - Hillingdon Hospital,2006-12-31,,,37.51473925043801,,,,22.919479840357944,,,
288,Hillingdon 2 - Hillingdon Hospital,2007-12-31,,,44.2039289086218,,,,28.483576742696204,,,
289,Hillingdon 2 - Hillingdon Hospital,2008-12-31,,,35.539570361145685,,,,21.16240055633721,,,
290,Hillingdon 2 - Hillingdon Hospital,2009-12-31,,,39.587079532208115,,,,20.513807516828237,,,
291,Hillingdon 2 - Hillingdon Hospital,2010-12-31,,,36.99427904731838,,,,21.05440544700166,,,
292,Hillingdon 2 - Hillingdon Hospital,2011-12-31,,,34.9738155499025,,,,23.14003307293407,,,
293,Hillingdon Harmondsworth,2007-12-31,,,35.420358214125045,,,,21.485230152869914,,,
294,Hillingdon Harmondsworth,2008-12-31,,,32.47237547042317,,,,29.74893447401526,,,
295,Hillingdon Harmondsworth,2009-12-31,,,33.45205143664278,,,,27.938454198077704,,,
296,Hillingdon Harmondsworth,2010-12-31,,,30.953183031014053,,,,20.28779667072151,,,
297,Hillingdon Harmondsworth,2011-12-31,,,31.514376923251508,,,,21.499060195563494,,,
298,Hillingdon Harmondsworth,2012-12-31,,,31.756680102654673,,,,19.555214290202514,,,
299,Hillingdon Harmondsworth,2013-12-31,,,30.120286954620692,,,,21.923819861207722,,,
300,Hillingdon Harmondsworth,2014-12-31,,,29.338956470221785,,,,20.95413587482267,,,
301,Hillingdon Harmondsworth,2015-12-31,,,27.955846192030233,,,,21.96336832488334,,,
302,Hillingdon Harmondsworth,2016-12-31,,,26.992119473336473,,,,22.82848814134207,,,
303,Hillingdon Harmondsworth,2017-12-31,,,26.540709414749784,,,,23.14852946432725,,,
304,Hillingdon Harmondsworth,2018-12-31,,,24.76680589771111,,,,18.188177124343873,,,
305,Hillingdon Harmondsworth,2019-12-31,,,23.66696769710062,,,,14.966045966219022,,,
306,Hillingdon Harmondsworth,2020-12-31,,,16.947756707981764,,,,15.37170110219857,,,
307,Hillingdon Harmondsworth Osiris,2007-12-31,,,,,,,34.51355944637356,11.533814523184605,,
308,Hillingdon Harmondsworth Osiris,2008-12-31,,,,,,,27.24802403001307,8.380815715730385,,
309,Hillingdon Harmondsworth Osiris,2009-12-31,,,,,,,33.36058935441092,9.684557419992549,,
310,Hillingdon Harmondsworth Osiris,2010-12-31,,,,,,,23.636447614300295,7.273853526315349,,
311,Hillingdon Harmondsworth Osiris,2011-12-31,,,,,,,38.569019008517394,12.169893310673585,,
312,Hillingdon Harmondsworth Osiris,2012-12-31,,,,,,,14.558314688661808,5.332670524115122,,
313,Hillingdon Harmondsworth Osiris,2013-12-31,,,,,,,17.38116092230692,8.133738208881354,,
314,Hillingdon Harmondsworth Osiris,2014-12-31,,,,,,,15.770073344650633,6.952120205535182,,
315,Hillingdon Harmondsworth Osiris,2015-12-31,,,,,,,16.782488290977042,6.705193414871141,,
316,Hillingdon Harmondsworth Osiris,2016-12-31,,,,,,,15.916812235415392,6.151417341700552,,
317,Hillingdon Harmondsworth Osiris,2017-12-31,,,,,,,14.33140464340204,6.792249279243627,,
318,Hillingdon Harmondsworth Osiris,2018-12-31,,,,,,,16.46369065231014,5.854527618611072,,
319,Hillingdon Harmondsworth Osiris,2019-12-31,,,,,,,14.538792872823194,5.30565185327581,,
320,Hillingdon Harmondsworth Osiris,2020-12-31,,,,,,,13.244743732699956,5.167643012983562,,
321,Hillingdon Hayes,2008-12-31,,,50.50521302287607,,,,22.201722720744453,,,
322,Hillingdon Hayes,2009-12-31,,,55.65812732815841,,,,21.942813947071745,,,
323,Hillingdon Hayes,2010-12-31,,,53.61289026141616,,,,24.012380791789834,,,
324,Hillingdon Hayes,2011-12-31,,,55.2924463341956,,,,24.940164963161187,,,
325,Hillingdon Hayes,2012-12-31,,,46.03479447550905,,,,25.320915903915193,,,
326,Hillingdon Hayes,2013-12-31,,,46.894924372873646,,,,29.381717804357816,,,
327,Hillingdon Hayes,2014-12-31,,,52.95816817753284,,,,34.390588715280174,,,
328,Hillingdon Hayes,2015-12-31,,,46.15871470722708,,,,27.730401266920904,,,
329,Hillingdon Hayes,2016-12-31,,,46.714937094982574,,,,28.311734236960728,,,
330,Hillingdon Hayes,2017-12-31,,,47.175326192492044,,,,27.01801231125958,,,
331,Hillingdon Hayes,2018-12-31,,,42.76452597314781,,,,29.568862402053067,,,
332,Hillingdon Hayes,2019-12-31,,,41.18243197755103,,,,27.773579175616714,,,
333,Hillingdon Hayes,2020-12-31,,,29.949996791395016,,,,25.291246343037567,,,
334,Hillingdon Oxford Avenue,2005-12-31,,,37.3129831504265,,,,23.73873075691383,,,
335,Hillingdon Oxford Avenue,2006-12-31,,,45.22788588009829,,,,22.753159901391726,,,
336,Hillingdon Oxford Avenue,2007-12-31,,,43.59141377107863,,,,22.04284584171091,,,
337,Hillingdon Oxford Avenue,2008-12-31,,,42.374239179367954,,,,21.70312557922003,,,
338,Hillingdon Oxford Avenue,2009-12-31,,,43.60826878378596,,,,20.103177911760945,,,
339,Hillingdon Oxford Avenue,2010-12-31,,,41.8696588337042,,,,16.959579699469597,,,
340,Hillingdon Oxford Avenue,2011-12-31,,,44.46395906166546,,,,22.21121897654778,,,
341,Hillingdon Oxford Avenue,2012-12-31,,,44.00023400942098,,,,20.436903596413774,,,
342,Hillingdon Oxford Avenue,2013-12-31,,,39.27895664636547,,,,21.158604272719277,,,
343,Hillingdon Oxford Avenue,2014-12-31,,,35.1289219544043,,,,20.213087997819468,,,
344,Hillingdon Oxford Avenue,2015-12-31,,,34.525344978843634,,,,18.49296648992038,,,
345,Hillingdon Oxford Avenue,2016-12-31,,,38.79274966836318,,,,19.807792998460314,,,
346,Hillingdon Oxford Avenue,2017-12-31,,,35.51692035275198,,,,19.108181479285914,,,
347,Hillingdon Oxford Avenue,2018-12-31,,,34.9569730335248,,,,23.644640216630737,,,
348,Hillingdon Oxford Avenue,2019-12-31,,,33.04750416318783,,,,23.504354656576616,,,
349,Hillingdon Oxford Avenue,2020-12-31,,,21.33655791547037,,,,23.079522724810587,,,
350,Hillingdon Sipson,2006-12-31,,,45.35276870105318,,,,,,,
351,Hillingdon Sipson,2007-12-31,,,40.32063438404969,,,,,,,
352,Hillingdon Sipson,2008-12-31,,,37.98167800214751,,,,,,,
353,Hillingdon Sipson,2009-12-31,,,39.01441399421164,,,,,,,
354,Hillingdon Sipson,2010-12-31,,,38.33727669834436,,,,,,,
355,Hillingdon Sipson,2011-12-31,,,37.05607910552816,,,,,,,
356,Hillingdon Sipson,2012-12-31,,,35.2878249195961,,,,,,,
357,Hillingdon Sipson,2013-12-31,,,36.47759242852888,,,,,,,
358,Hillingdon Sipson,2014-12-31,,,36.69907185678105,,,,,,,
359,Hillingdon Sipson,2015-12-31,,,33.515814311489194,,,,,,,
360,Hillingdon Sipson,2016-12-31,,,36.2797138120695,,,,,,,
361,Hillingdon Sipson,2017-12-31,,,34.2721707738859,,,,,,,
362,Hillingdon Sipson,2018-12-31,,,30.49142212391252,,,,,,,
363,Hillingdon Sipson,2019-12-31,,,29.551742029429274,,,,,,,
364,Hillingdon Sipson,2020-12-31,,,18.598787289437137,,,,,,,
365,Hillingdon South Ruislip,2004-12-31,,,46.65713239761774,,,,27.406522997824823,,,
366,Hillingdon South Ruislip,2005-12-31,,,45.910787563131315,,,,26.663419003878218,,,
367,Hillingdon South Ruislip,2006-12-31,,,43.2220225293675,,,,25.924588851692043,,,
368,Hillingdon South Ruislip,2007-12-31,,,48.46773054333908,,,,24.723548054337176,,,
369,Hillingdon South Ruislip,2008-12-31,,,46.36800840325431,,,,23.326260918730743,,,
370,Hillingdon South Ruislip,2009-12-31,,,50.57742565405611,,,,23.42860548062499,,,
371,Hillingdon South Ruislip,2010-12-31,,,45.60363691698551,,,,21.838499959753836,,,
372,Hillingdon South Ruislip,2011-12-31,,,41.70937465353788,,,,23.649373614609402,,,
373,Hillingdon South Ruislip,2012-12-31,,,52.09834955525812,,,,22.244346192135975,,,
374,Hillingdon South Ruislip,2013-12-31,,,45.02757467774187,,,,22.594180757201897,,,
375,Hillingdon South Ruislip,2014-12-31,,,44.56327611266808,,,,23.375183235013182,,,
376,Hillingdon South Ruislip,2015-12-31,,,48.42930060239631,,,,20.55446294871923,,,
377,Hillingdon South Ruislip,2016-12-31,,,43.62440012753031,,,,21.123923343635624,,,
378,Hillingdon South Ruislip,2017-12-31,,,45.96905626992812,,,,17.008653381574167,,,
379,Hillingdon South Ruislip,2018-12-31,,,35.683987182676404,,,,16.38369258671542,,,
380,Hillingdon South Ruislip,2019-12-31,,,34.1773713527034,,,,15.977598557929138,,,
381,Hillingdon South Ruislip,2020-12-31,,,24.93488699942391,,,,16.409730212519094,,,
382,Hounslow Boston Manor Park,2018-12-31,,15.388636363636362,31.903896103896113,55.511255411255405,,16.225800195500263,,,,
383,Hounslow Boston Manor Park,2019-12-31,,13.005680810524721,25.96544067170329,45.88309110350944,,17.919603756392938,,,,
384,Hounslow Boston Manor Park,2020-12-31,,17.311843284920204,22.87457414380492,49.40172583826429,,16.20701942984552,,,,
385,Iver North Park Road,2020-12-31,0.15554425999298732,37.798861760752686,34.41663925403224,,54.67867102822581,11.352237507906384,,,,
386,Iver Primary School,2020-12-31,0.12892143566981176,27.34885559660419,30.014870372359635,,51.84296368579732,12.334373538738706,,,,
387,Iver Thorney Lane North,2020-12-31,0.13178355774997713,36.196858626245465,34.69457917255436,,43.43176734363681,24.356913544751432,,,,
388,Kingston - Chessington,2018-12-31,,,,,30.534522068702294,,,,,
389,Kingston - Chessington,2019-12-31,,,,,31.699003158904077,,,,,
390,Kingston - Chessington,2020-12-31,,,,,24.611596016417906,,,,,
391,Kingston Upon Thames - Cromwell Road,2018-12-31,,,35.92924561525423,,,,22.18957107118644,,,
392,Kingston Upon Thames - Cromwell Road,2019-12-31,,,33.14051603013699,,,,23.690270994520528,,,
393,Kingston Upon Thames - Cromwell Road,2020-12-31,,,22.847828900892846,,,,18.09776231777108,,,
394,Kingston Upon Thames - Kingston Vale,2015-12-31,,,52.451653972,,,,22.254375407142852,,,
395,Kingston Upon Thames - Kingston Vale,2016-12-31,,,49.90254277948717,,,,20.61922811931817,,,
396,Kingston Upon Thames - Sopwith Way,2015-12-31,,,48.02491342213115,,,,22.1444382868217,,,
397,Kingston Upon Thames - Sopwith Way,2016-12-31,,,58.48015499568966,,,,24.413967657060518,,,
398,Kingston Upon Thames - Sopwith Way,2017-12-31,,,48.924267205479445,,,,23.13695948891967,,,
399,Kingston Upon Thames - Sopwith Way,2018-12-31,,,43.70355349577466,,,,23.42660024238228,,,
400,Kingston Upon Thames - Sopwith Way,2019-12-31,,,41.36172230662984,,,,21.46943904709141,,,
401,Kingston Upon Thames - Sopwith Way,2020-12-31,,,29.2501175725552,,,,21.840989554237275,,,
402,Kingston Upon Thames - Tolworth Broadway,2018-12-31,,,51.04072157425744,,,,,,,
403,Kingston Upon Thames - Tolworth Broadway,2019-12-31,,,46.09769321459228,,,,,,,
404,Kingston Upon Thames - Tolworth Broadway,2020-12-31,,,36.38781952083333,,,,16.592946939737995,,,
405,"National Physical Laboratory, Teddington",2004-12-31,,,24.618427872414657,,48.120475455265186,,,,3.6766297524963676,
406,"National Physical Laboratory, Teddington",2005-12-31,,,25.48184731018338,,47.478612537624656,,,,3.024966778016487,
407,"National Physical Laboratory, Teddington",2006-12-31,,,23.233988254808324,,51.01660825387407,,,,3.4819578766882224,
408,"National Physical Laboratory, Teddington",2007-12-31,,,28.453437105786847,,41.93496197269571,,,,3.706443339957739,
409,"National Physical Laboratory, Teddington",2008-12-31,,,24.76265070997694,,46.82259951513709,,,20.059371980676328,,
410,"National Physical Laboratory, Teddington",2009-12-31,,,22.019573431207256,,44.847724597293386,,,13.321598309730412,,
411,"National Physical Laboratory, Teddington",2010-12-31,,,23.935252838507814,,44.012581383465744,,,14.438372515811963,,
412,"National Physical Laboratory, Teddington",2011-12-31,,,21.299103669878292,,49.14367856320734,,,17.354287620645245,,
413,"National Physical Laboratory, Teddington",2012-12-31,,,35.50801594421512,,39.243561948695564,,,13.552664502276757,,
414,"National Physical Laboratory, Teddington",2013-12-31,,,20.991116860266633,,49.050079177519976,,,16.836224555542348,,
415,"National Physical Laboratory, Teddington",2014-12-31,,,27.440920243422358,,44.909363479335184,,,,,
416,"National Physical Laboratory, Teddington",2015-12-31,,,19.17951235190554,,52.32941030566302,,,,,
417,"National Physical Laboratory, Teddington",2016-12-31,,,21.474289224875662,,51.65992162822842,,,,,
418,"National Physical Laboratory, Teddington",2017-12-31,,,,,,,,,,
419,"National Physical Laboratory, Teddington",2018-12-31,,,,,,,,,,
420,Reigate and Banstead - A23 Hooley,2008-12-31,,,46.14270855614972,,,,,,,
421,Reigate and Banstead - Earlswood Depot,2008-12-31,,,,,,,24.950783092460323,,,
422,Reigate and Banstead - Earlswood Depot,2009-12-31,,,,,,,25.38866554493149,,,
423,Reigate and Banstead - Earlswood Depot,2010-12-31,,,,,,,28.667503052647064,,,
424,Reigate and Banstead - Earlswood Depot,2011-12-31,,,,,,,20.95024668136988,,,
425,Reigate and Banstead - Earlswood Depot,2012-12-31,,,,,,,22.62352348989073,,,
426,Reigate and Banstead - Earlswood Depot,2013-12-31,,,,,,,21.77575598082192,,,
427,Reigate and Banstead - Earlswood Depot,2014-12-31,,,,,,,20.22079664363636,,,
428,Reigate and Banstead - Earlswood Depot,2015-12-31,,,,,,,21.086684409366374,,,
429,Reigate and Banstead - Earlswood Depot,2016-12-31,,,,,,,20.285338863387988,,,
430,Reigate and Banstead - Earlswood Depot,2017-12-31,,,,,,,20.453570226997225,,,
431,Reigate and Banstead - Earlswood Depot,2018-12-31,,,,,,,19.514584259813084,,,
432,Reigate and Banstead - Earlswood Depot,2019-12-31,,,,,,,19.0601263939726,,,
433,Reigate and Banstead - Earlswood Depot,2020-12-31,,,,,,,11.636888523214289,,,
434,Reigate and Banstead - Horley,2004-12-31,,,33.78321498165136,,,,,,,
435,Reigate and Banstead - Horley,2005-12-31,,,33.95546698328693,,,,,,,
436,Reigate and Banstead - Horley,2006-12-31,,,32.45129837711865,,,,,,,
437,Reigate and Banstead - Horley,2007-12-31,,,33.67349517737431,,,,,,,
438,Reigate and Banstead - Horley,2008-12-31,,,32.66681706521737,,17.107384031349216,,,,,
439,Reigate and Banstead - Horley,2009-12-31,,,31.37432094050994,,18.793196423287675,,,,,
440,Reigate and Banstead - Horley,2010-12-31,,,31.331959573714272,,19.500044578571437,,,,,
441,Reigate and Banstead - Horley,2011-12-31,,,28.778505851796407,,21.737974765840228,,,,,
442,Reigate and Banstead - Horley,2012-12-31,,,31.18359691139241,,20.15591060329671,,,,,
443,Reigate and Banstead - Horley,2013-12-31,,,28.488144829041076,,20.364270698630143,,,,,
444,Reigate and Banstead - Horley,2014-12-31,,,28.51804282794521,,19.27375172712328,,,,,
445,Reigate and Banstead - Horley,2015-12-31,,,26.450381858126725,,19.258530986577185,,,,,
446,Reigate and Banstead - Horley,2016-12-31,,,28.64648468292014,,16.596084844875342,,31.46355364432989,,,
447,Reigate and Banstead - Horley,2017-12-31,,,45.016751888888884,,16.11948559368132,,26.683310720547958,,,
448,Reigate and Banstead - Horley,2018-12-31,,,,,17.077764141369876,,24.834591166942147,,,
449,Reigate and Banstead - Horley,2019-12-31,,,,,15.629340110833343,,24.236278384657535,,,
450,Reigate and Banstead - Horley,2020-12-31,,,,,15.343444322955985,,13.830196834821425,,,
451,Reigate and Banstead - Horley South,2009-12-31,,,57.73599217535545,,,,,,,
452,Reigate and Banstead - Horley South,2010-12-31,,,68.1156793293413,,,,,,,
453,Reigate and Banstead - Horley South,2011-12-31,,,60.095114816849794,,,,,,,
454,Reigate and Banstead - Horley South,2012-12-31,,,60.78079225666664,,,,,,,
455,Reigate and Banstead - Horley South East,2012-12-31,,,32.66882196345515,,,,,,,
456,Reigate and Banstead - Horley South East,2013-12-31,,,35.06247864766079,,,,,,,
457,Reigate and Banstead - Horley South East,2014-12-31,,,37.076731032102266,,,,,,,
458,Reigate and Banstead - Horley South East,2015-12-31,,,27.20737592649575,,,,,,,
459,Reigate and Banstead - Horley South East,2016-12-31,,,30.748145278742545,,,,,,,
460,Reigate and Banstead - Horley South East,2017-12-31,,,28.09626711417322,,,,,,,
461,Reigate and Banstead - Horley South East,2018-12-31,,,30.151669197979807,,,,,,,
462,Reigate and Banstead - Horley South East,2019-12-31,,,28.523611487087926,,,,,,,
463,Reigate and Banstead - Horley South East,2020-12-31,,,18.714276052243584,,,,,,,
464,Reigate and Banstead - Reigate High St,2012-12-31,,,47.85247274373258,,,,,,,
465,Reigate and Banstead - Reigate High St,2013-12-31,,,45.509447424686215,,,,,,,
466,Reigate and Banstead - Reigate High St,2014-12-31,,,39.69732054883722,,,,,,,
467,Reigate and Banstead - Reigate High St,2015-12-31,,,33.40144422878791,,,,,,,
468,Reigate and Banstead - Reigate High St,2016-12-31,,,36.694923305821895,,,,,,,
469,Reigate and Banstead - Reigate High St,2017-12-31,,,34.18515283147208,,,,,,,
470,Reigate and Banstead - Reigate High St,2018-12-31,,,36.97985073224851,,,,,,,
471,Reigate and Banstead - Reigate High St,2019-12-31,,,34.68039806742857,,,,,,,
472,Reigate and Banstead - Reigate High St,2020-12-31,,,28.09748760778444,,,,,,,
473,Richmond Upon Thames - Barnes Wetlands,2004-12-31,,,30.906788195454773,,41.09451173717615,,21.529459568998902,,,
474,Richmond Upon Thames - Barnes Wetlands,2005-12-31,,,30.091877132024404,,40.792110376592134,,21.892398717026463,,,
475,Richmond Upon Thames - Barnes Wetlands,2006-12-31,,,30.54317424364809,,45.6299942901121,,22.274587910071524,,,
476,Richmond Upon Thames - Barnes Wetlands,2007-12-31,,,30.66715928508412,,40.49463866745659,,20.250373638245474,,,
477,Richmond Upon Thames - Barnes Wetlands,2008-12-31,,,28.84800458848034,,43.38299408840271,,19.281009021680863,,,
478,Richmond Upon Thames - Barnes Wetlands,2009-12-31,,,29.489470161825206,,41.424083452406165,,20.155916381117382,,,
479,Richmond Upon Thames - Barnes Wetlands,2010-12-31,,,29.618391365599116,,39.00647943198703,,19.347473759117594,,,
480,Richmond Upon Thames - Barnes Wetlands,2011-12-31,,,26.096519054039543,,40.742468877265594,,22.23501925138886,,,
481,Richmond Upon Thames - Barnes Wetlands,2012-12-31,,,24.830280125617655,,41.34380797073743,,18.088551458243174,,,
482,Richmond Upon Thames - Barnes Wetlands,2013-12-31,,,24.264865570173267,,44.333887148167896,,20.074034584622723,,,
483,Richmond Upon Thames - Barnes Wetlands,2014-12-31,,,25.047575660760323,,47.32743616366527,,16.383943340123597,,,
484,Richmond Upon Thames - Barnes Wetlands,2015-12-31,,,22.791999546059525,,46.61073841957151,,13.477029520632973,,,
485,Richmond Upon Thames - Barnes Wetlands,2016-12-31,,,25.455184268798654,,39.478707185512064,,16.28402156107691,,,
486,Richmond Upon Thames - Barnes Wetlands,2017-12-31,,,21.211983394471797,,43.24416341547551,,15.499793583327147,,,
487,Richmond Upon Thames - Barnes Wetlands,2018-12-31,,,20.51068114859317,,46.121205746773924,,14.470155539861711,,,
488,Richmond Upon Thames - Barnes Wetlands,2019-12-31,,,21.14941964002579,,44.39852762963253,,15.974509710804119,,,
489,Richmond Upon Thames - Barnes Wetlands,2020-12-31,,,13.418353740995151,,49.65423814806836,,15.285765655128285,,,
490,Richmond Upon Thames - Castelnau,2004-12-31,,,41.006143111257586,,,,24.419467339841745,,,
491,Richmond Upon Thames - Castelnau,2005-12-31,,,42.13464248658949,,,,24.523461491098047,,,
492,Richmond Upon Thames - Castelnau,2006-12-31,,,42.00335704613286,,,,23.670211943905706,,,
493,Richmond Upon Thames - Castelnau,2007-12-31,,,43.34014486014457,,,,22.905204124013043,,,
494,Richmond Upon Thames - Castelnau,2008-12-31,,,44.323390746753276,,,,21.021782337106583,,,
495,Richmond Upon Thames - Castelnau,2009-12-31,,,44.729850203174124,,,,21.247147048900494,,,
496,Richmond Upon Thames - Castelnau,2010-12-31,,,43.29416252916734,,,,20.809226188452413,,,
497,Richmond Upon Thames - Castelnau,2011-12-31,,,39.24253286897738,,,,23.20124551833181,,,
498,Richmond Upon Thames - Castelnau,2012-12-31,,,36.758160058714004,,,,20.855516452839158,,,
499,Richmond Upon Thames - Castelnau,2013-12-31,,,38.81631671200029,,,,22.44360610214693,,,
500,Richmond Upon Thames - Castelnau,2014-12-31,,,37.01533788262401,,,,19.285789924743803,,,
501,Richmond Upon Thames - Castelnau,2015-12-31,,,33.767962974016,,,,17.16121703291743,,,
502,Richmond Upon Thames - Castelnau,2016-12-31,,,36.230401731871936,,,,18.929573441967463,,,
503,Richmond Upon Thames - Castelnau,2017-12-31,,,30.993853522342288,,,,17.660237511054962,,,
504,Richmond Upon Thames - Castelnau,2018-12-31,,,31.00083527487652,,,,17.187440487824798,,,
505,Richmond Upon Thames - Castelnau,2019-12-31,,,27.042995145457038,,,,15.059155700575978,,,
506,Richmond Upon Thames - Castelnau,2020-12-31,,,18.520750349109278,,,,15.577557353145464,,,
507,Richmond Upon Thames - Chertsey Road,2016-12-31,,,42.351294114396836,,,,20.05872240836916,,,
508,Richmond Upon Thames - Chertsey Road,2017-12-31,,,36.45519174478595,,,,21.133705759916797,,,
509,Richmond Upon Thames - Chertsey Road,2018-12-31,,,34.31230670424115,,,,20.9084750477266,,,
510,Richmond Upon Thames - Chertsey Road,2019-12-31,,,35.50821659151069,,,,20.348498824870287,,,
511,Richmond Upon Thames - Chertsey Road,2020-12-31,,,23.751897866973867,,,,19.71544643816065,,,
512,SODC Henley,2012-12-31,,,39.61517749122809,,,,,,,
513,SODC Henley,2013-12-31,,,38.67270679005524,,,,,,,
514,SODC Henley,2014-12-31,,,37.783287829608916,,,,,,,
515,SODC Henley,2015-12-31,,,34.88668829905955,,,,,,,
516,SODC Henley,2016-12-31,,,37.269022657593126,,,,,,,
517,SODC Henley,2017-12-31,,,32.287009702380956,,,,,,,
518,SODC Henley,2018-12-31,,,31.45382816438357,,,,,,,
519,SODC Henley,2019-12-31,,,32.44498319260275,,,,,,,
520,SODC Henley,2020-12-31,,,21.999834038988087,,,,,,,
521,SODC Wallingford,2006-12-31,,,43.440983376923064,,,,,,,
522,SODC Wallingford,2007-12-31,,,48.12395232335328,,,,,,,
523,SODC Wallingford,2008-12-31,,,34.68269254661015,,,,,,,
524,SODC Wallingford,2009-12-31,,,31.538199048888888,,,,,,,
525,SODC Wallingford,2010-12-31,,,26.336550226141078,,,,,,,
526,SODC Wallingford,2011-12-31,,,35.25315695791246,,,,,,,
527,SODC Wallingford,2012-12-31,,,34.58826085014326,,,,,,,
528,SODC Wallingford,2013-12-31,,,43.366257049999994,,,,,,,
529,SODC Wallingford,2014-12-31,,,50.00496030513594,,,,,,,
530,SODC Wallingford,2015-12-31,,,40.49497588268155,,,,,,,
531,SODC Wallingford,2016-12-31,,,36.255431645161316,,,,,,,
532,SODC Wallingford,2017-12-31,,,35.539792679452034,,,,,,,
533,SODC Wallingford,2018-12-31,,,39.84709338016526,,,,,,,
534,SODC Wallingford,2019-12-31,,,37.445238441988955,,,,,,,
535,SODC Wallingford,2020-12-31,,,31.28320966517857,,,,,,,
536,SODC Watlington,2006-12-31,,,17.124974456896556,,,,,,,
537,SODC Watlington,2007-12-31,,,16.035398288109754,,,,,,,
538,SODC Watlington,2008-12-31,,,20.44700641597444,,,,,,,
539,SODC Watlington,2009-12-31,,,26.26077146969697,,,,,,,
540,SODC Watlington,2010-12-31,,,13.643496528500007,,,,,,,
541,SODC Watlington,2011-12-31,,,16.07895985737706,,,,,,,
542,SODC Watlington,2012-12-31,,,16.99018288225256,,,,,,,
543,SODC Watlington,2013-12-31,,,18.886912062695934,,,,,,,
544,SODC Watlington,2014-12-31,,,19.545848807373268,,,,,,,
545,SODC Watlington,2015-12-31,,,16.188425893258422,,,,,,,
546,SODC Watlington,2016-12-31,,,17.412146935158496,,,,,,,
547,SODC Watlington,2017-12-31,,,16.88223050984252,,,,,,,
548,SODC Watlington,2018-12-31,,,15.81736138237082,,,,,,,
549,SODC Watlington,2019-12-31,,,15.959405540059354,,,,,,,
550,SODC Watlington,2020-12-31,,,16.347471516932902,,,,,,,
551,Slough - The Hawthorns LP2,2019-12-31,0.12560647991333332,,11.402208831333336,,29.025600590666674,,,,,0.9558337831871841
552,Slough Brands Hill London Road,2017-12-31,,,37.82953148881546,,,,24.243592900155395,,,
553,Slough Brands Hill London Road,2018-12-31,,,41.983790662904035,,,,28.724209411768975,,,
554,Slough Brands Hill London Road,2019-12-31,,,39.19253764051635,,,,27.982791665756785,,,
555,Slough Brands Hill London Road,2020-12-31,,,26.68516528697395,,,,25.94573688747568,,,
