,Location,Date,Pollutant,Indicator Value (R µg/m3),CCG
3544,Ealing - Southall,2013-12-31,PM10 Particulate matter,,Ealing
3545,Ealing - Southall,2014-12-31,PM10 Particulate matter,,Ealing
3546,Ealing - Southall,2015-12-31,PM10 Particulate matter,,Ealing
3547,Ealing - Southall,2016-12-31,PM10 Particulate matter,,Ealing
3548,Ealing - Southall FDMS,2011-12-31,PM10 Particulate matter,,Ealing
3549,Ealing - Southall FDMS,2012-12-31,PM10 Particulate matter,,Ealing
3550,Ealing - Southall FDMS,2013-12-31,PM10 Particulate matter,,Ealing
3551,Ealing - Southall FDMS,2014-12-31,PM10 Particulate matter,,Ealing
3552,Ealing - Southall FDMS,2015-12-31,PM10 Particulate matter,,Ealing
3553,Ealing - Southall FDMS,2016-12-31,PM10 Particulate matter,,Ealing
3554,Ealing - Southall Railway,2011-12-31,PM10 Particulate matter,,Ealing
3555,Ealing - Southall Railway,2012-12-31,PM10 Particulate matter,,Ealing
3556,Ealing - Southall Railway,2013-12-31,PM10 Particulate matter,,Ealing
3557,Ealing - Southall Railway,2014-12-31,PM10 Particulate matter,,Ealing
3558,Ealing - Western Avenue,2010-12-31,PM10 Particulate matter,,Ealing
3559,Ealing - Western Avenue,2011-12-31,PM10 Particulate matter,,Ealing
3560,Ealing - Western Avenue,2012-12-31,PM10 Particulate matter,,Ealing
3561,Ealing - Western Avenue,2013-12-31,PM10 Particulate matter,,Ealing
3562,Ealing - Western Avenue,2014-12-31,PM10 Particulate matter,,Ealing
3563,Ealing - Western Avenue,2015-12-31,PM10 Particulate matter,,Ealing
3564,Ealing - Western Avenue,2016-12-31,PM10 Particulate matter,,Ealing
3565,Ealing - Western Avenue,2017-12-31,PM10 Particulate matter,,Ealing
3566,Ealing - Western Avenue,2018-12-31,PM10 Particulate matter,,Ealing
3567,Ealing - Western Avenue,2019-12-31,PM10 Particulate matter,,Ealing
3568,Ealing - Western Avenue,2020-12-31,PM10 Particulate matter,,Ealing
3569,Elmbridge - Bell Farm Hersham,2004-12-31,PM10 Particulate matter,,Surrey Heartlands
3570,Elmbridge - Bell Farm Hersham,2005-12-31,PM10 Particulate matter,,Surrey Heartlands
3571,Elmbridge - Bell Farm Hersham,2006-12-31,PM10 Particulate matter,,Surrey Heartlands
3572,Elmbridge - Bell Farm Hersham,2007-12-31,PM10 Particulate matter,,Surrey Heartlands
3573,Elmbridge - Bell Farm Hersham,2008-12-31,PM10 Particulate matter,,Surrey Heartlands
3574,Elmbridge - Bell Farm Hersham,2009-12-31,PM10 Particulate matter,,Surrey Heartlands
3575,Elmbridge - Esher High Street,2005-12-31,PM10 Particulate matter,,Surrey Heartlands
3576,Elmbridge - Esher High Street,2006-12-31,PM10 Particulate matter,,Surrey Heartlands
3577,Elmbridge - Esher High Street,2007-12-31,PM10 Particulate matter,,Surrey Heartlands
3578,Elmbridge - Esher High Street,2008-12-31,PM10 Particulate matter,,Surrey Heartlands
3579,Elmbridge - Esher High Street,2009-12-31,PM10 Particulate matter,,Surrey Heartlands
3580,Elmbridge - Walton High Street,2008-12-31,PM10 Particulate matter,,Surrey Heartlands
3581,Elmbridge - Walton High Street,2009-12-31,PM10 Particulate matter,,Surrey Heartlands
3582,Elmbridge - Walton High Street,2010-12-31,PM10 Particulate matter,,Surrey Heartlands
3583,Elmbridge - Walton High Street,2011-12-31,PM10 Particulate matter,,Surrey Heartlands
3584,Elmbridge - Walton High Street,2012-12-31,PM10 Particulate matter,,Surrey Heartlands
3585,Elmbridge - Walton High Street,2013-12-31,PM10 Particulate matter,,Surrey Heartlands
3586,Elmbridge - Walton High Street,2014-12-31,PM10 Particulate matter,,Surrey Heartlands
3587,Elmbridge - Walton High Street,2015-12-31,PM10 Particulate matter,,Surrey Heartlands
3588,Elmbridge - Walton High Street,2016-12-31,PM10 Particulate matter,,Surrey Heartlands
3589,Elmbridge - Walton High Street,2017-12-31,PM10 Particulate matter,,Surrey Heartlands
3590,Elmbridge - Walton High Street,2018-12-31,PM10 Particulate matter,,Surrey Heartlands
3591,Elmbridge - Walton High Street,2019-12-31,PM10 Particulate matter,,Surrey Heartlands
3592,Elmbridge - Walton High Street,2020-12-31,PM10 Particulate matter,,Surrey Heartlands
3593,Elmbridge Hampton Court Parade,2010-12-31,PM10 Particulate matter,,Surrey Heartlands
3594,Elmbridge Hampton Court Parade,2011-12-31,PM10 Particulate matter,,Surrey Heartlands
3595,Elmbridge Hampton Court Parade,2012-12-31,PM10 Particulate matter,,Surrey Heartlands
3596,Elmbridge Hampton Court Parade,2013-12-31,PM10 Particulate matter,,Surrey Heartlands
3597,Elmbridge Hampton Court Parade,2014-12-31,PM10 Particulate matter,,Surrey Heartlands
3598,Elmbridge Hampton Court Parade,2015-12-31,PM10 Particulate matter,,Surrey Heartlands
3599,Elmbridge Hampton Court Parade,2016-12-31,PM10 Particulate matter,,Surrey Heartlands
3600,Elmbridge Hampton Court Parade,2017-12-31,PM10 Particulate matter,,Surrey Heartlands
3601,Elmbridge Hampton Court Parade,2018-12-31,PM10 Particulate matter,,Surrey Heartlands
3602,Elmbridge Hampton Court Parade,2019-12-31,PM10 Particulate matter,,Surrey Heartlands
3603,Elmbridge Hampton Court Parade,2020-12-31,PM10 Particulate matter,,Surrey Heartlands
3604,Elmbridge Weybridge High St,2018-12-31,PM10 Particulate matter,,Surrey Heartlands
3605,Elmbridge Weybridge High St,2019-12-31,PM10 Particulate matter,,Surrey Heartlands
3606,Elmbridge Weybridge High St,2020-12-31,PM10 Particulate matter,,Surrey Heartlands
3607,Elmbridge Weybridge High St 2,2018-12-31,PM10 Particulate matter,,Surrey Heartlands
3608,Elmbridge Weybridge High St 2,2019-12-31,PM10 Particulate matter,,Surrey Heartlands
3609,Elmbridge Weybridge High St 2,2020-12-31,PM10 Particulate matter,,Surrey Heartlands
3610,Farnham The Woolmead,2008-12-31,PM10 Particulate matter,,Surrey Heartlands
3611,Farnham The Woolmead,2018-12-31,PM10 Particulate matter,,Surrey Heartlands
3612,Farnham The Woolmead,2019-12-31,PM10 Particulate matter,,Surrey Heartlands
3613,Farnham The Woolmead,2020-12-31,PM10 Particulate matter,,Surrey Heartlands
3614,Godalming Ockford Road 2,2018-12-31,PM10 Particulate matter,,Surrey Heartlands
3615,Godalming Ockford Road 2,2019-12-31,PM10 Particulate matter,,Surrey Heartlands
3616,Godalming Ockford Road 2,2020-12-31,PM10 Particulate matter,,Surrey Heartlands
3617,Heathrow Bath Road,2019-12-31,PM10 Particulate matter,,Hillingdon
3618,Heathrow Bath Road,2020-12-31,PM10 Particulate matter,,Hillingdon
3619,Heathrow Green Gates,2004-12-31,PM10 Particulate matter,,Hillingdon
3620,Heathrow Green Gates,2005-12-31,PM10 Particulate matter,,Hillingdon
3621,Heathrow Green Gates,2006-12-31,PM10 Particulate matter,,Hillingdon
3622,Heathrow Green Gates,2007-12-31,PM10 Particulate matter,,Hillingdon
3623,Heathrow Green Gates,2008-12-31,PM10 Particulate matter,,Hillingdon
3624,Heathrow Green Gates,2009-12-31,PM10 Particulate matter,,Hillingdon
3625,Heathrow Green Gates,2010-12-31,PM10 Particulate matter,,Hillingdon
3626,Heathrow Green Gates,2011-12-31,PM10 Particulate matter,,Hillingdon
3627,Heathrow Green Gates,2012-12-31,PM10 Particulate matter,,Hillingdon
3628,Heathrow Green Gates,2013-12-31,PM10 Particulate matter,,Hillingdon
3629,Heathrow Green Gates,2014-12-31,PM10 Particulate matter,,Hillingdon
3630,Heathrow Green Gates,2015-12-31,PM10 Particulate matter,,Hillingdon
3631,Heathrow Green Gates,2016-12-31,PM10 Particulate matter,,Hillingdon
3632,Heathrow Green Gates,2017-12-31,PM10 Particulate matter,,Hillingdon
3633,Heathrow Green Gates,2018-12-31,PM10 Particulate matter,,Hillingdon
3634,Heathrow Green Gates,2019-12-31,PM10 Particulate matter,,Hillingdon
3635,Heathrow Green Gates,2020-12-31,PM10 Particulate matter,,Hillingdon
3636,Heathrow LHR2,2004-12-31,PM10 Particulate matter,,Hillingdon
3637,Heathrow LHR2,2005-12-31,PM10 Particulate matter,,Hillingdon
3638,Heathrow LHR2,2006-12-31,PM10 Particulate matter,,Hillingdon
3639,Heathrow LHR2,2007-12-31,PM10 Particulate matter,,Hillingdon
3640,Heathrow LHR2,2008-12-31,PM10 Particulate matter,,Hillingdon
3641,Heathrow LHR2,2009-12-31,PM10 Particulate matter,,Hillingdon
3642,Heathrow LHR2,2010-12-31,PM10 Particulate matter,,Hillingdon
3643,Heathrow LHR2,2011-12-31,PM10 Particulate matter,,Hillingdon
3644,Heathrow LHR2,2012-12-31,PM10 Particulate matter,,Hillingdon
3645,Heathrow LHR2,2013-12-31,PM10 Particulate matter,,Hillingdon
3646,Heathrow LHR2,2014-12-31,PM10 Particulate matter,,Hillingdon
3647,Heathrow LHR2,2015-12-31,PM10 Particulate matter,,Hillingdon
3648,Heathrow LHR2,2016-12-31,PM10 Particulate matter,,Hillingdon
3649,Heathrow LHR2,2017-12-31,PM10 Particulate matter,,Hillingdon
3650,Heathrow LHR2,2018-12-31,PM10 Particulate matter,,Hillingdon
3651,Heathrow LHR2,2019-12-31,PM10 Particulate matter,,Hillingdon
3652,Heathrow LHR2,2020-12-31,PM10 Particulate matter,,Hillingdon
3653,Heathrow Oaks Road,2004-12-31,PM10 Particulate matter,,Surrey Heartlands
3654,Heathrow Oaks Road,2005-12-31,PM10 Particulate matter,,Surrey Heartlands
3655,Heathrow Oaks Road,2006-12-31,PM10 Particulate matter,,Surrey Heartlands
3656,Heathrow Oaks Road,2007-12-31,PM10 Particulate matter,,Surrey Heartlands
3657,Heathrow Oaks Road,2008-12-31,PM10 Particulate matter,,Surrey Heartlands
3658,Heathrow Oaks Road,2009-12-31,PM10 Particulate matter,,Surrey Heartlands
3659,Heathrow Oaks Road,2010-12-31,PM10 Particulate matter,,Surrey Heartlands
3660,Heathrow Oaks Road,2011-12-31,PM10 Particulate matter,,Surrey Heartlands
3661,Heathrow Oaks Road,2012-12-31,PM10 Particulate matter,,Surrey Heartlands
3662,Heathrow Oaks Road,2013-12-31,PM10 Particulate matter,,Surrey Heartlands
3663,Heathrow Oaks Road,2014-12-31,PM10 Particulate matter,,Surrey Heartlands
3664,Heathrow Oaks Road,2015-12-31,PM10 Particulate matter,,Surrey Heartlands
3665,Heathrow Oaks Road,2016-12-31,PM10 Particulate matter,,Surrey Heartlands
3666,Heathrow Oaks Road,2017-12-31,PM10 Particulate matter,,Surrey Heartlands
3667,Heathrow Oaks Road,2018-12-31,PM10 Particulate matter,,Surrey Heartlands
3668,Heathrow Oaks Road,2019-12-31,PM10 Particulate matter,,Surrey Heartlands
3669,Heathrow Oaks Road,2020-12-31,PM10 Particulate matter,,Surrey Heartlands
3670,Hillingdon 2 - Hillingdon Hospital,2004-12-31,PM10 Particulate matter,,Hillingdon
3671,Hillingdon 2 - Hillingdon Hospital,2005-12-31,PM10 Particulate matter,,Hillingdon
3672,Hillingdon 2 - Hillingdon Hospital,2006-12-31,PM10 Particulate matter,,Hillingdon
3673,Hillingdon 2 - Hillingdon Hospital,2007-12-31,PM10 Particulate matter,,Hillingdon
3674,Hillingdon 2 - Hillingdon Hospital,2008-12-31,PM10 Particulate matter,,Hillingdon
3675,Hillingdon 2 - Hillingdon Hospital,2009-12-31,PM10 Particulate matter,,Hillingdon
3676,Hillingdon 2 - Hillingdon Hospital,2010-12-31,PM10 Particulate matter,,Hillingdon
3677,Hillingdon 2 - Hillingdon Hospital,2011-12-31,PM10 Particulate matter,,Hillingdon
3678,Hillingdon Harmondsworth,2007-12-31,PM10 Particulate matter,,Hillingdon
3679,Hillingdon Harmondsworth,2008-12-31,PM10 Particulate matter,,Hillingdon
3680,Hillingdon Harmondsworth,2009-12-31,PM10 Particulate matter,,Hillingdon
3681,Hillingdon Harmondsworth,2010-12-31,PM10 Particulate matter,,Hillingdon
3682,Hillingdon Harmondsworth,2011-12-31,PM10 Particulate matter,,Hillingdon
3683,Hillingdon Harmondsworth,2012-12-31,PM10 Particulate matter,,Hillingdon
3684,Hillingdon Harmondsworth,2013-12-31,PM10 Particulate matter,,Hillingdon
3685,Hillingdon Harmondsworth,2014-12-31,PM10 Particulate matter,,Hillingdon
3686,Hillingdon Harmondsworth,2015-12-31,PM10 Particulate matter,,Hillingdon
3687,Hillingdon Harmondsworth,2016-12-31,PM10 Particulate matter,,Hillingdon
3688,Hillingdon Harmondsworth,2017-12-31,PM10 Particulate matter,,Hillingdon
3689,Hillingdon Harmondsworth,2018-12-31,PM10 Particulate matter,,Hillingdon
3690,Hillingdon Harmondsworth,2019-12-31,PM10 Particulate matter,,Hillingdon
3691,Hillingdon Harmondsworth,2020-12-31,PM10 Particulate matter,,Hillingdon
3692,Hillingdon Harmondsworth Osiris,2007-12-31,PM10 Particulate matter,,Hillingdon
3693,Hillingdon Harmondsworth Osiris,2008-12-31,PM10 Particulate matter,,Hillingdon
3694,Hillingdon Harmondsworth Osiris,2009-12-31,PM10 Particulate matter,,Hillingdon
3695,Hillingdon Harmondsworth Osiris,2010-12-31,PM10 Particulate matter,,Hillingdon
3696,Hillingdon Harmondsworth Osiris,2011-12-31,PM10 Particulate matter,,Hillingdon
3697,Hillingdon Harmondsworth Osiris,2012-12-31,PM10 Particulate matter,,Hillingdon
3698,Hillingdon Harmondsworth Osiris,2013-12-31,PM10 Particulate matter,,Hillingdon
3699,Hillingdon Harmondsworth Osiris,2014-12-31,PM10 Particulate matter,,Hillingdon
3700,Hillingdon Harmondsworth Osiris,2015-12-31,PM10 Particulate matter,,Hillingdon
3701,Hillingdon Harmondsworth Osiris,2016-12-31,PM10 Particulate matter,,Hillingdon
3702,Hillingdon Harmondsworth Osiris,2017-12-31,PM10 Particulate matter,,Hillingdon
3703,Hillingdon Harmondsworth Osiris,2018-12-31,PM10 Particulate matter,,Hillingdon
3704,Hillingdon Harmondsworth Osiris,2019-12-31,PM10 Particulate matter,,Hillingdon
3705,Hillingdon Harmondsworth Osiris,2020-12-31,PM10 Particulate matter,,Hillingdon
3706,Hillingdon Hayes,2008-12-31,PM10 Particulate matter,,Hillingdon
3707,Hillingdon Hayes,2009-12-31,PM10 Particulate matter,,Hillingdon
3708,Hillingdon Hayes,2010-12-31,PM10 Particulate matter,,Hillingdon
3709,Hillingdon Hayes,2011-12-31,PM10 Particulate matter,,Hillingdon
3710,Hillingdon Hayes,2012-12-31,PM10 Particulate matter,,Hillingdon
3711,Hillingdon Hayes,2013-12-31,PM10 Particulate matter,,Hillingdon
3712,Hillingdon Hayes,2014-12-31,PM10 Particulate matter,,Hillingdon
3713,Hillingdon Hayes,2015-12-31,PM10 Particulate matter,,Hillingdon
3714,Hillingdon Hayes,2016-12-31,PM10 Particulate matter,,Hillingdon
3715,Hillingdon Hayes,2017-12-31,PM10 Particulate matter,,Hillingdon
3716,Hillingdon Hayes,2018-12-31,PM10 Particulate matter,,Hillingdon
3717,Hillingdon Hayes,2019-12-31,PM10 Particulate matter,,Hillingdon
3718,Hillingdon Hayes,2020-12-31,PM10 Particulate matter,,Hillingdon
3719,Hillingdon Oxford Avenue,2005-12-31,PM10 Particulate matter,,Hillingdon
3720,Hillingdon Oxford Avenue,2006-12-31,PM10 Particulate matter,,Hillingdon
3721,Hillingdon Oxford Avenue,2007-12-31,PM10 Particulate matter,,Hillingdon
3722,Hillingdon Oxford Avenue,2008-12-31,PM10 Particulate matter,,Hillingdon
3723,Hillingdon Oxford Avenue,2009-12-31,PM10 Particulate matter,,Hillingdon
3724,Hillingdon Oxford Avenue,2010-12-31,PM10 Particulate matter,,Hillingdon
3725,Hillingdon Oxford Avenue,2011-12-31,PM10 Particulate matter,,Hillingdon
3726,Hillingdon Oxford Avenue,2012-12-31,PM10 Particulate matter,,Hillingdon
3727,Hillingdon Oxford Avenue,2013-12-31,PM10 Particulate matter,,Hillingdon
3728,Hillingdon Oxford Avenue,2014-12-31,PM10 Particulate matter,,Hillingdon
3729,Hillingdon Oxford Avenue,2015-12-31,PM10 Particulate matter,,Hillingdon
3730,Hillingdon Oxford Avenue,2016-12-31,PM10 Particulate matter,,Hillingdon
3731,Hillingdon Oxford Avenue,2017-12-31,PM10 Particulate matter,,Hillingdon
3732,Hillingdon Oxford Avenue,2018-12-31,PM10 Particulate matter,,Hillingdon
3733,Hillingdon Oxford Avenue,2019-12-31,PM10 Particulate matter,,Hillingdon
3734,Hillingdon Oxford Avenue,2020-12-31,PM10 Particulate matter,,Hillingdon
3735,Hillingdon Sipson,2006-12-31,PM10 Particulate matter,,Hillingdon
3736,Hillingdon Sipson,2007-12-31,PM10 Particulate matter,,Hillingdon
3737,Hillingdon Sipson,2008-12-31,PM10 Particulate matter,,Hillingdon
3738,Hillingdon Sipson,2009-12-31,PM10 Particulate matter,,Hillingdon
3739,Hillingdon Sipson,2010-12-31,PM10 Particulate matter,,Hillingdon
3740,Hillingdon Sipson,2011-12-31,PM10 Particulate matter,,Hillingdon
3741,Hillingdon Sipson,2012-12-31,PM10 Particulate matter,,Hillingdon
3742,Hillingdon Sipson,2013-12-31,PM10 Particulate matter,,Hillingdon
3743,Hillingdon Sipson,2014-12-31,PM10 Particulate matter,,Hillingdon
3744,Hillingdon Sipson,2015-12-31,PM10 Particulate matter,,Hillingdon
3745,Hillingdon Sipson,2016-12-31,PM10 Particulate matter,,Hillingdon
3746,Hillingdon Sipson,2017-12-31,PM10 Particulate matter,,Hillingdon
3747,Hillingdon Sipson,2018-12-31,PM10 Particulate matter,,Hillingdon
3748,Hillingdon Sipson,2019-12-31,PM10 Particulate matter,,Hillingdon
3749,Hillingdon Sipson,2020-12-31,PM10 Particulate matter,,Hillingdon
3750,Hillingdon South Ruislip,2004-12-31,PM10 Particulate matter,,Hillingdon
3751,Hillingdon South Ruislip,2005-12-31,PM10 Particulate matter,,Hillingdon
3752,Hillingdon South Ruislip,2006-12-31,PM10 Particulate matter,,Hillingdon
3753,Hillingdon South Ruislip,2007-12-31,PM10 Particulate matter,,Hillingdon
3754,Hillingdon South Ruislip,2008-12-31,PM10 Particulate matter,,Hillingdon
3755,Hillingdon South Ruislip,2009-12-31,PM10 Particulate matter,,Hillingdon
3756,Hillingdon South Ruislip,2010-12-31,PM10 Particulate matter,,Hillingdon
3757,Hillingdon South Ruislip,2011-12-31,PM10 Particulate matter,,Hillingdon
3758,Hillingdon South Ruislip,2012-12-31,PM10 Particulate matter,,Hillingdon
3759,Hillingdon South Ruislip,2013-12-31,PM10 Particulate matter,,Hillingdon
3760,Hillingdon South Ruislip,2014-12-31,PM10 Particulate matter,,Hillingdon
3761,Hillingdon South Ruislip,2015-12-31,PM10 Particulate matter,,Hillingdon
3762,Hillingdon South Ruislip,2016-12-31,PM10 Particulate matter,,Hillingdon
3763,Hillingdon South Ruislip,2017-12-31,PM10 Particulate matter,,Hillingdon
3764,Hillingdon South Ruislip,2018-12-31,PM10 Particulate matter,,Hillingdon
3765,Hillingdon South Ruislip,2019-12-31,PM10 Particulate matter,,Hillingdon
3766,Hillingdon South Ruislip,2020-12-31,PM10 Particulate matter,,Hillingdon
3767,Hounslow Boston Manor Park,2018-12-31,PM10 Particulate matter,16.225800195500263,Hounslow
3768,Hounslow Boston Manor Park,2019-12-31,PM10 Particulate matter,17.919603756392938,Hounslow
3769,Hounslow Boston Manor Park,2020-12-31,PM10 Particulate matter,16.20701942984552,Hounslow
3770,Iver North Park Road,2020-12-31,PM10 Particulate matter,11.352237507906384,Buckinghamshire
3771,Iver Primary School,2020-12-31,PM10 Particulate matter,12.334373538738706,Buckinghamshire
3772,Iver Thorney Lane North,2020-12-31,PM10 Particulate matter,24.356913544751432,Buckinghamshire
3773,Kingston - Chessington,2018-12-31,PM10 Particulate matter,,South West London
3774,Kingston - Chessington,2019-12-31,PM10 Particulate matter,,South West London
3775,Kingston - Chessington,2020-12-31,PM10 Particulate matter,,South West London
3776,Kingston Upon Thames - Cromwell Road,2018-12-31,PM10 Particulate matter,,South West London
3777,Kingston Upon Thames - Cromwell Road,2019-12-31,PM10 Particulate matter,,South West London
3778,Kingston Upon Thames - Cromwell Road,2020-12-31,PM10 Particulate matter,,South West London
3779,Kingston Upon Thames - Kingston Vale,2015-12-31,PM10 Particulate matter,,South West London
3780,Kingston Upon Thames - Kingston Vale,2016-12-31,PM10 Particulate matter,,South West London
3781,Kingston Upon Thames - Sopwith Way,2015-12-31,PM10 Particulate matter,,South West London
3782,Kingston Upon Thames - Sopwith Way,2016-12-31,PM10 Particulate matter,,South West London
3783,Kingston Upon Thames - Sopwith Way,2017-12-31,PM10 Particulate matter,,South West London
3784,Kingston Upon Thames - Sopwith Way,2018-12-31,PM10 Particulate matter,,South West London
3785,Kingston Upon Thames - Sopwith Way,2019-12-31,PM10 Particulate matter,,South West London
3786,Kingston Upon Thames - Sopwith Way,2020-12-31,PM10 Particulate matter,,South West London
3787,Kingston Upon Thames - Tolworth Broadway,2018-12-31,PM10 Particulate matter,,South West London
3788,Kingston Upon Thames - Tolworth Broadway,2019-12-31,PM10 Particulate matter,,South West London
3789,Kingston Upon Thames - Tolworth Broadway,2020-12-31,PM10 Particulate matter,,South West London
3790,"National Physical Laboratory, Teddington",2004-12-31,PM10 Particulate matter,,South West London
3791,"National Physical Laboratory, Teddington",2005-12-31,PM10 Particulate matter,,South West London
3792,"National Physical Laboratory, Teddington",2006-12-31,PM10 Particulate matter,,South West London
3793,"National Physical Laboratory, Teddington",2007-12-31,PM10 Particulate matter,,South West London
3794,"National Physical Laboratory, Teddington",2008-12-31,PM10 Particulate matter,,South West London
3795,"National Physical Laboratory, Teddington",2009-12-31,PM10 Particulate matter,,South West London
3796,"National Physical Laboratory, Teddington",2010-12-31,PM10 Particulate matter,,South West London
