,Location,Date,Carbon monoxide,Nitric Oxide,Nitrogen dioxide,Oxides of Nitrogen,Ozone,PM10 Particulate matter,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Sulphur dioxide,Nitric oxide,CCG,lat/long,distance_from_LHR,Radius
349,Hillingdon Oxford Avenue,2020,,,21.33655791547037,,,,23.079522724810587,,,,Hillingdon,"[51.48113, -0.42376]",2.4491758113632573,Inner
350,Hillingdon Sipson,2006,,,45.35276870105318,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
351,Hillingdon Sipson,2007,,,40.32063438404969,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
352,Hillingdon Sipson,2008,,,37.98167800214751,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
353,Hillingdon Sipson,2009,,,39.01441399421164,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
354,Hillingdon Sipson,2010,,,38.33727669834436,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
355,Hillingdon Sipson,2011,,,37.05607910552816,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
356,Hillingdon Sipson,2012,,,35.2878249195961,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
357,Hillingdon Sipson,2013,,,36.47759242852888,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
358,Hillingdon Sipson,2014,,,36.69907185678105,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
359,Hillingdon Sipson,2015,,,33.515814311489194,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
360,Hillingdon Sipson,2016,,,36.2797138120695,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
361,Hillingdon Sipson,2017,,,34.2721707738859,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
362,Hillingdon Sipson,2018,,,30.49142212391252,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
363,Hillingdon Sipson,2019,,,29.551742029429274,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
364,Hillingdon Sipson,2020,,,18.598787289437137,,,,,,,,Hillingdon,"[51.484384, -0.455695]",1.6001462869290728,Inner
365,Hillingdon South Ruislip,2004,,,46.65713239761774,,,,27.406522997824823,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
366,Hillingdon South Ruislip,2005,,,45.910787563131315,,,,26.663419003878218,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
367,Hillingdon South Ruislip,2006,,,43.2220225293675,,,,25.924588851692043,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
368,Hillingdon South Ruislip,2007,,,48.46773054333908,,,,24.723548054337176,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
369,Hillingdon South Ruislip,2008,,,46.36800840325431,,,,23.326260918730743,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
370,Hillingdon South Ruislip,2009,,,50.57742565405611,,,,23.42860548062499,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
371,Hillingdon South Ruislip,2010,,,45.60363691698551,,,,21.838499959753836,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
372,Hillingdon South Ruislip,2011,,,41.70937465353788,,,,23.649373614609402,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
373,Hillingdon South Ruislip,2012,,,52.09834955525812,,,,22.244346192135975,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
374,Hillingdon South Ruislip,2013,,,45.02757467774187,,,,22.594180757201897,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
375,Hillingdon South Ruislip,2014,,,44.56327611266808,,,,23.375183235013182,,,,Hillingdon,"[51.5536028, -0.4504637]",9.29777723491538,Inner
