Date,Location,Nitrogen dioxide,Ozone,PM10 particulate matter (Hourly measured),PM2.5 particulate matter (Hourly measured),Sulphur dioxide,CCG
2008-03,Reading Oxford Road,33.90472767648433,,19.812868480725623,,,Reading
2008-03,Watford Town Hall,34.96431531301798,,17.98144590885603,,,Watford
2008-04,Broadway,74.30182572032436,,,,,Hammersmith and Fulham
2008-04,Brook Green,36.73089062499999,,27.66443067592414,,,Hammersmith and Fulham
2008-04,Oxford High St,58.63552449965493,,24.80833333333333,,,Oxford
2008-04,Oxford St Ebbes (Cal Club),,51.541666666666664,,,,Oxford
2008-04,Reading - Caversham Road,37.34839285714286,,25.03266811087463,,,Reading
2008-04,Reading - Kings Road,60.565791062198066,,,,,Reading
2008-04,Reading - Oxford Road,37.002803030303035,,29.245207509881418,,,Reading
2008-04,Reading Caversham Road,37.34839285714286,,25.03266811087463,,,Reading
2008-04,Reading Kings Road,60.565791062198066,,,,,Reading
2008-04,Reading Oxford Road,37.002803030303035,,29.245207509881418,,,Reading
2008-04,Watford Town Hall,36.99277805527806,,24.793266359244623,,,Watford
2008-05,Broadway,66.13754032258063,,,,,Hammersmith and Fulham
2008-05,Brook Green,41.21124251095153,,33.058948410168604,,,Hammersmith and Fulham
2008-05,Oxford High St,61.11755233494364,,27.863425925925927,,,Oxford
2008-05,Oxford St Ebbes (Cal Club),,60.6043010752688,,,,Oxford
2008-05,Reading - Caversham Road,51.69094479354205,,26.34486178924798,,,Reading
2008-05,Reading - Kings Road,64.89940581200189,,29.50075947603121,,,Reading
2008-05,Reading - Oxford Road,42.06760752688172,,34.2162570861678,,,Reading
2008-05,Reading Caversham Road,51.69094479354205,,26.34486178924798,,,Reading
2008-05,Reading Kings Road,64.89940581200189,,29.50075947603121,,,Reading
2008-05,Reading Oxford Road,42.06760752688172,,34.2162570861678,,,Reading
2008-05,Watford Town Hall,37.16666666666667,,30.424112536004476,,,Watford
2008-06,Broadway,60.81031657608696,,,,,Hammersmith and Fulham
2008-06,Brook Green,26.678506927854755,,19.684010210803695,,,Hammersmith and Fulham
2008-06,Oxford High St,49.82513175230567,,25.17813146997929,,,Oxford
2008-06,Oxford St Ebbes (Cal Club),,48.02301587301587,,,,Oxford
2008-06,Reading - Caversham Road,29.08845133750054,,19.347942191215214,,,Reading
2008-06,Reading - Kings Road,47.71629150197628,,21.043472222222224,,,Reading
2008-06,Reading - Oxford Road,24.746469907407405,,24.34666666666667,,,Reading
2008-06,Reading Caversham Road,29.08845133750054,,19.347942191215214,,,Reading
2008-06,Reading Kings Road,47.71629150197628,,21.043472222222224,,,Reading
2008-06,Reading Oxford Road,24.746469907407405,,24.34666666666667,,,Reading
2008-06,Watford Town Hall,25.36785714285714,,19.841214867589546,,,Watford
2008-07,Broadway,71.17070564516128,,,,,Hammersmith and Fulham
2008-07,Brook Green,26.322759467040672,,16.483088954056694,,,Hammersmith and Fulham
2008-07,Oxford High St,44.34098155467721,,23.892473118279575,,,Oxford
2008-07,Oxford St Ebbes (Cal Club),,47.20698924731183,,,,Oxford
2008-07,Reading - Caversham Road,34.66444643302091,,20.272900914360022,,,Reading
2008-07,Reading - Kings Road,43.167884728161305,,20.72065134099617,,,Reading
2008-07,Reading - Oxford Road,25.524462365591393,,21.10890718408575,,,Reading
2008-07,Reading Caversham Road,34.66444643302091,,20.272900914360022,,,Reading
2008-07,Reading Kings Road,43.167884728161305,,20.72065134099617,,,Reading
2008-07,Reading Oxford Road,25.524462365591393,,21.10890718408575,,,Reading
2008-07,Watford Town Hall,22.895775099141158,,16.190948252308704,,,Watford
2008-08,Broadway,69.84568469495092,,,,,Hammersmith and Fulham
2008-08,Brook Green,27.07497776679842,,14.338306982872199,,,Hammersmith and Fulham
2008-08,Oxford High St,39.027492314448835,,20.18362749919552,,,Oxford
2008-08,Oxford St Ebbes (Cal Club),,39.23908793403884,,,,Oxford
2008-08,Reading - Caversham Road,30.691026313550477,,28.39897909133617,,,Reading
2008-08,Reading - Kings Road,37.29446488527835,,21.164650537634408,,,Reading
2008-08,Reading - Oxford Road,21.644941728444536,,21.66347914203114,,,Reading
2008-08,Reading Caversham Road,30.691026313550477,,28.39897909133617,,,Reading
2008-08,Reading Kings Road,37.29446488527835,,21.164650537634408,,,Reading
2008-08,Reading Oxford Road,21.644941728444536,,21.66347914203114,,,Reading
2008-08,Watford Town Hall,18.298503973819543,,13.849230514006521,,,Watford
2008-09,Broadway,67.63131250000002,,,,,Hammersmith and Fulham
2008-09,Brook Green,39.34039500562219,,22.13592948717949,,,Hammersmith and Fulham
2008-09,Oxford High St,53.45483640755379,,26.54285714285714,,,Oxford
2008-09,Oxford St Ebbes (Cal Club),,27.175000000000004,,,,Oxford
2008-09,Reading - Caversham Road,44.41479554865423,,31.030570652173918,,,Reading
2008-09,Reading - Kings Road,55.69142182696531,,27.770323129251697,,,Reading
2008-09,Reading - Oxford Road,35.186512026620726,,28.415878846291136,,,Reading
2008-09,Reading Caversham Road,44.41479554865423,,31.030570652173918,,,Reading
2008-09,Reading Kings Road,55.69142182696531,,27.770323129251697,,,Reading
2008-09,Reading Oxford Road,35.186512026620726,,28.415878846291136,,,Reading
2008-09,Watford Town Hall,30.774687592428272,,21.671352343308865,,,Watford
2008-10,Broadway,84.87435793803847,,27.457942645246295,,,Hammersmith and Fulham
2008-10,Brook Green,40.696800906404256,,16.44018986368446,,,Hammersmith and Fulham
2008-10,Oxford High St,51.590521271622244,,22.38990182328191,,,Oxford
2008-10,Oxford St Ebbes (Cal Club),,29.123411534701855,,,,Oxford
2008-10,Reading - Caversham Road,39.82582398316971,,22.14829943899018,,,Reading
2008-10,Reading - Kings Road,56.768809690776735,,20.494489247311826,,,Reading
2008-10,Reading - Oxford Road,33.666216690042084,,23.113688970211747,,,Reading
2008-10,Reading Caversham Road,39.82582398316971,,22.14829943899018,,,Reading
2008-10,Reading Kings Road,56.768809690776735,,20.494489247311826,,,Reading
2008-10,Reading Oxford Road,33.666216690042084,,23.113688970211747,,,Reading
2008-10,Watford Town Hall,36.19694616977226,,16.2730449657869,,,Watford
2008-11,Broadway,41.376937500000004,,16.672727272727276,,,Hammersmith and Fulham
2008-11,Brook Green,40.157571763834,,17.545223429951687,,,Hammersmith and Fulham
2008-11,Oxford High St,55.09317632850241,,22.802777777777774,,,Oxford
2008-11,Oxford St Ebbes (Cal Club),,28.64396135265701,,,,Oxford
2008-11,Reading - Caversham Road,37.80315217391305,,20.93911231884059,,,Reading
2008-11,Reading - Kings Road,57.55174791452569,,20.400833333333328,,,Reading
2008-11,Reading - Oxford Road,35.65162439613527,,22.462815865048835,,,Reading
2008-11,Reading Caversham Road,37.80315217391305,,20.93911231884059,,,Reading
2008-11,Reading Kings Road,57.55174791452569,,20.400833333333328,,,Reading
2008-11,Reading Oxford Road,35.65162439613527,,22.462815865048835,,,Reading
2008-11,Watford Town Hall,35.975181159420295,,17.309107378129116,,,Watford
2008-12,Brook Green,56.328339145256926,,22.07177313102979,,,Hammersmith and Fulham
2008-12,Oxford High St,67.96150567250312,,24.179130009775164,,,Oxford
2008-12,Oxford St Ebbes (Cal Club),,28.392930001275026,,,,Oxford
2008-12,Reading - Caversham Road,42.763427730521,,26.219970288624793,,,Reading
2008-12,Reading - Kings Road,63.81362199100046,,23.45587748747142,,,Reading
2008-12,Reading - Oxford Road,43.49020152941964,,27.325017857220395,,,Reading
2008-12,Reading Caversham Road,42.541097543760586,,25.649583333333336,,,Reading
2008-12,Reading Kings Road,63.93185383514492,,22.977483660130723,,,Reading
2008-12,Reading Oxford Road,43.41390269151141,,26.70743073316283,,,Reading
2008-12,Watford Town Hall,41.579301075268816,,21.62761075997401,,,Watford
2009-01,Brook Green,50.33713471889952,,20.22278196785961,,,Hammersmith and Fulham
2009-01,Oxford High St,51.08537376048818,,25.401823281907433,,,Oxford
2009-01,Oxford St Ebbes (Cal Club),,31.34143170838823,,,,Oxford
2009-01,Reading - Caversham Road,53.75115123889668,,31.7809724170173,,,Reading
2009-01,Reading - Kings Road,62.55754971242933,,26.259741701729777,,,Reading
2009-01,Reading - Oxford Road,53.45758797653958,,31.684316933879675,,,Reading
2009-01,Reading Caversham Road,53.75115123889668,,31.7809724170173,,,Reading
2009-01,Reading Kings Road,62.55754971242933,,26.259741701729777,,,Reading
2009-01,Reading Oxford Road,53.45758797653958,,31.684316933879675,,,Reading
2009-01,Watford Town Hall,49.596774193548384,,26.580645161290324,,,Watford
2009-02,Oxford High St,69.61458333333334,,22.693939393939395,,,Oxford
2009-02,Oxford St Ebbes (Cal Club),,32.164172783737996,,,,Oxford
2009-02,Reading - Caversham Road,47.31057379473528,,23.970987688553684,,,Reading
2009-02,Reading - Kings Road,64.03992939967836,,22.02440476190476,,,Reading
2009-02,Reading - Oxford Road,45.24144668737059,,26.41054902681896,,,Reading
2009-02,Reading Caversham Road,47.31057379473528,,23.970987688553684,,,Reading
2009-02,Reading Kings Road,64.03992939967836,,22.02440476190476,,,Reading
2009-02,Reading Oxford Road,45.24144668737059,,26.41054902681896,,,Reading
2009-02,Watford Town Hall,53.06499391912436,,24.882549407114624,,,Watford
2009-03,Oxford High St,63.35431276297335,,31.26144467448815,,,Oxford
2009-03,Oxford St Ebbes (Cal Club),,54.40819485174324,,,,Oxford
2009-03,Reading - Caversham Road,45.55714168837241,,26.6731007480131,,,Reading
2009-03,Reading - Kings Road,57.81159741855794,,22.375806451612906,,,Reading
2009-03,Reading - Oxford Road,38.73541482923556,,29.054170165171122,,,Reading
2009-03,Reading Caversham Road,45.55714168837241,,26.6731007480131,,,Reading
2009-03,Reading Kings Road,57.81159741855794,,22.375806451612906,,,Reading
2009-03,Reading Oxford Road,38.73541482923556,,29.054170165171122,,,Reading
2009-03,Watford Town Hall,45.17782842449743,,27.314068100358423,,,Watford
2009-04,Oxford High St,54.6199275362319,,26.034129336846732,,,Oxford
2009-04,Oxford St Ebbes (Cal Club),,58.063095238095244,,,,Oxford
2009-04,Reading - Caversham Road,46.0453170036624,,31.132916666666656,,,Reading
2009-04,Reading - Kings Road,54.986012282992974,,23.14558982683983,,,Reading
2009-04,Reading - Oxford Road,38.51199926588994,,30.763870772946856,,,Reading
2009-04,Reading Caversham Road,46.0453170036624,,31.132916666666656,,,Reading
2009-04,Reading Kings Road,54.986012282992974,,23.14558982683983,,,Reading
2009-04,Reading Oxford Road,38.51199926588994,,30.763870772946856,,,Reading
2009-04,Watford Town Hall,41.74785353535354,,29.49662698412698,,,Watford
2009-05,Oxford High St,44.941444600280505,,23.627666921671125,,,Oxford
2009-05,Oxford St Ebbes (Cal Club),,64.08064516129032,,,,Oxford
2009-05,Reading - Caversham Road,34.50580455252028,,27.034199134199135,,,Reading
2009-05,Reading - Kings Road,39.00374803434061,,18.284870266479665,,,Reading
2009-05,Reading - Oxford Road,27.078288495048675,,24.54257213638144,,,Reading
2009-05,Reading Caversham Road,34.50580455252028,,27.034199134199135,,,Reading
2009-05,Reading Kings Road,39.00374803434061,,18.284870266479665,,,Reading
2009-05,Reading Oxford Road,27.078288495048675,,24.54257213638144,,,Reading
2009-05,Watford Town Hall,26.82883356708742,,20.523093841642225,,,Watford
2009-06,Oxford High St,58.86668313570489,,27.33596837944664,,,Oxford
2009-06,Oxford St Ebbes (Cal Club),,58.48174603174603,,,,Oxford
2009-06,Reading - Caversham Road,48.37149930986888,,26.632083333333323,,,Reading
2009-06,Reading - Kings Road,51.80740491326883,,19.514767973856213,,,Reading
2009-06,Reading - Oxford Road,32.68298309178744,,22.898354700854707,,,Reading
2009-06,Reading Caversham Road,48.37149930986888,,26.632083333333323,,,Reading
2009-06,Reading Kings Road,51.80740491326883,,19.514767973856213,,,Reading
2009-06,Reading Oxford Road,32.68298309178744,,22.898354700854707,,,Reading
2009-06,Watford Town Hall,35.13876009256444,,20.208845029239757,,,Watford
2009-07,Oxford High St,45.466908212560384,,22.305001275022317,,,Oxford
2009-07,Oxford St Ebbes (Cal Club),,47.97726574500768,,,,Oxford
2009-07,Reading - Caversham Road,32.70085317438055,,26.86862003780719,,,Reading
2009-07,Reading - Kings Road,31.051413702239792,,19.216931782209556,,,Reading
2009-07,Reading - Oxford Road,22.548556568489943,,19.601478494623656,,,Reading
2009-07,Reading Caversham Road,32.70085317438055,,26.86862003780719,,,Reading
2009-07,Reading Kings Road,31.051413702239792,,19.216931782209556,,,Reading
2009-07,Reading Oxford Road,22.548556568489943,,19.601478494623656,,,Reading
2009-07,Watford Town Hall,23.793426197458462,,15.672200111716238,,,Watford
2009-08,Oxford High St,,,22.987034996326724,,,Oxford
2009-08,Oxford St Ebbes (Cal Club),,45.76344086021506,,,,Oxford
2009-08,Reading - Caversham Road,34.66890486208508,,31.527698412698417,,,Reading
2009-08,Reading - Kings Road,37.01724106981082,,17.355779569892473,,,Reading
2009-08,Reading - Oxford Road,28.593776297335204,,20.139209788144974,,,Reading
2009-08,Reading Caversham Road,34.66890486208508,,31.527698412698417,,,Reading
2009-08,Reading Kings Road,37.01724106981082,,17.355779569892473,,,Reading
2009-08,Reading Oxford Road,28.593776297335204,,20.139209788144974,,,Reading
2009-08,Watford Town Hall,29.434139784946233,,16.689760508308897,,,Watford
2009-09,Oxford High St,60.04931561996779,,28.9990110734676,,,Oxford
2009-09,Oxford St Ebbes (Cal Club),,42.0548309178744,,,,Oxford
2009-09,Reading - Caversham Road,41.34616955266956,,29.462837615283267,,,Reading
2009-09,Reading - Kings Road,49.40097998619737,,22.40892240012979,,,Reading
2009-09,Reading - Oxford Road,30.303775581906017,,22.89359903381643,,,Reading
2009-09,Reading Caversham Road,41.34616955266956,,29.462837615283267,,,Reading
2009-09,Reading Kings Road,49.40097998619737,,22.40892240012979,,,Reading
2009-09,Reading Oxford Road,30.303775581906017,,22.89359903381643,,,Reading
2009-09,Watford Town Hall,33.55573671497584,,20.20916666666666,,,Watford
2009-10,Oxford High St,61.22802711547453,,33.241866420162346,,,Oxford
2009-10,Oxford St Ebbes (Cal Club),,28.21935483870968,,,,Oxford
2009-10,Reading - Caversham Road,56.5924497025479,,29.77100661625709,,,Reading
2009-10,Reading - Kings Road,52.41150177844362,,26.654569892473116,,,Reading
2009-10,Reading - Oxford Road,39.80752688172043,,26.055691912108458,,,Reading
2009-10,Reading Caversham Road,56.5924497025479,,29.77100661625709,,,Reading
2009-10,Reading Kings Road,52.41150177844362,,26.654569892473116,,,Reading
2009-10,Reading Oxford Road,39.80752688172043,,26.055691912108458,,,Reading
2009-10,Watford Town Hall,48.28500467508182,,22.90475583322708,,,Watford
2009-11,Oxford High St,36.94196859903382,,18.755555555555556,,,Oxford
2009-11,Oxford St Ebbes (Cal Club),,49.40821256038647,,,,Oxford
2009-11,Reading - Caversham Road,46.08558576328503,,23.14902329192547,,,Reading
2009-11,Reading - Kings Road,47.352276570048296,,23.328867173556088,,,Reading
2009-11,Reading - Oxford Road,32.91847222222222,,22.109170875420876,,,Reading
2009-11,Reading Caversham Road,46.08558576328503,,23.14902329192547,,,Reading
2009-11,Reading Kings Road,47.352276570048296,,23.328867173556088,,,Reading
2009-11,Reading Oxford Road,32.91847222222222,,22.109170875420876,,,Reading
2009-11,Watford Town Hall,36.93888888888888,,18.5559146961607,,,Watford
2009-12,Oxford High St,57.004374540840175,,18.630153215181263,,,Oxford
2009-12,Oxford St Ebbes (Cal Club),,44.233333333333334,,,,Oxford
2009-12,Reading - Caversham Road,55.38788437959539,,21.349126221001217,,,Reading
2009-12,Reading - Kings Road,64.52176485104248,,24.658393613554907,,,Reading
2009-12,Reading - Oxford Road,49.716109903381636,,22.658139866405996,,,Reading
2009-12,Reading Caversham Road,56.203869414470795,,21.488202380952377,,,Reading
2009-12,Reading Kings Road,65.14082367941056,,24.865525252525252,,,Reading
2009-12,Reading Oxford Road,49.716109903381636,,22.776744528619528,,,Reading
2009-12,Watford Town Hall,47.6236559139785,,19.333717357910906,,,Watford
2010-01,Oxford High St,66.75388031790557,,25.20173509286413,,,Oxford
2010-01,Reading - Caversham Road,51.86154437077648,,26.30172393641889,,,Reading
2010-01,Reading - Kings Road,63.71702948930043,,27.90040707587383,,,Reading
2010-01,Reading - Oxford Road,48.129210662525885,,28.55615726729165,,,Reading
2010-01,Reading Caversham Road,51.86154437077648,,26.30172393641889,,,Reading
2010-01,Reading Kings Road,63.71702948930043,,27.90040707587383,,,Reading
2010-01,Reading Oxford Road,48.129210662525885,,28.55615726729165,,,Reading
2010-01,Watford Town Hall,50.94232649071357,,27.609831029185866,,,Watford
2010-02,Oxford High St,65.74853801169591,,26.06630024737168,,,Oxford
2010-02,Reading - Caversham Road,53.17289312394128,,21.88115942028986,,,Reading
2010-02,Reading - Kings Road,68.31482638864243,,26.075148809523807,,,Reading
2010-02,Reading - Oxford Road,46.463994565217384,,25.64233630952381,,,Reading
2010-02,Reading Caversham Road,53.17289312394128,,21.88115942028986,,,Reading
2010-02,Reading Kings Road,68.31482638864243,,26.075148809523807,,,Reading
2010-02,Reading Oxford Road,46.463994565217384,,25.64233630952381,,,Reading
2010-02,Watford Town Hall,47.11500850340136,,20.81891704310183,,,Watford
2010-03,Oxford High St,73.29468599033815,,26.83160522273426,,,Oxford
2010-03,Oxford St Ebbes (Cal Club),,51.266650062008026,,,,Oxford
2010-03,Reading - Caversham Road,44.192150670767994,,26.493105629348516,,,Reading
2010-03,Reading - Kings Road,59.2493045822177,,25.078436574120307,,,Reading
2010-03,Reading - Oxford Road,42.28568256194484,,27.142741935483876,,,Reading
2010-03,Reading Caversham Road,44.192150670767994,,26.493105629348516,,,Reading
2010-03,Reading Kings Road,59.2493045822177,,25.078436574120307,,,Reading
2010-03,Reading Oxford Road,42.28568256194484,,27.142741935483876,,,Reading
2010-03,Watford Town Hall,42.536757830762035,,22.704178885630498,,,Watford
2010-04,Oxford High St,68.76721014492753,,35.44616776741777,,,Oxford
2010-04,Oxford St Ebbes (Cal Club),,57.26544391281234,,,,Oxford
2010-04,Reading - Caversham Road,42.27796618357489,,28.785682916117697,,,Reading
2010-04,Reading - Kings Road,60.57883080463385,,28.90882333184057,,,Reading
2010-04,Reading - Oxford Road,39.88348484848485,,27.729288499025333,,,Reading
2010-04,Reading Caversham Road,42.27796618357489,,28.785682916117697,,,Reading
2010-04,Reading Kings Road,60.57883080463385,,28.90882333184057,,,Reading
2010-04,Reading Oxford Road,39.88348484848485,,27.729288499025333,,,Reading
2010-04,Watford Town Hall,45.00694444444444,,29.034595959595958,,,Watford
2010-05,Oxford High St,54.91243253006927,,24.32988084692797,,,Oxford
2010-05,Oxford St Ebbes (Cal Club),,61.69546850998465,,,,Oxford
2010-05,Reading - Caversham Road,45.336728107238244,,25.7000525946704,,,Reading
2010-05,Reading - Kings Road,52.11944940286454,,23.36688172043011,,,Reading
2010-05,Reading - Oxford Road,33.554643620268614,,21.866551401497052,,,Reading
2010-05,Reading Caversham Road,45.336728107238244,,25.7000525946704,,,Reading
2010-05,Reading Kings Road,52.11944940286454,,23.36688172043011,,,Reading
2010-05,Reading Oxford Road,33.554643620268614,,21.866551401497052,,,Reading
2010-05,Watford Town Hall,34.79185867895545,,22.754382889200564,,,Watford
2010-06,Oxford High St,53.593871246195086,,23.413482219928998,,,Oxford
2010-06,Oxford St Ebbes (Cal Club),,59.24616820377692,,,,Oxford
2010-06,Reading - Caversham Road,52.43141426400322,,27.50834771629336,,,Reading
2010-06,Reading - Kings Road,51.95865791634513,,25.560372915046237,,,Reading
2010-06,Reading - Oxford Road,33.077222222222225,,23.842579600351332,,,Reading
2010-06,Reading Caversham Road,52.43141426400322,,27.50834771629336,,,Reading
2010-06,Reading Kings Road,51.95865791634513,,25.560372915046237,,,Reading
2010-06,Reading Oxford Road,33.077222222222225,,23.842579600351332,,,Reading
2010-06,Watford Town Hall,34.5824494949495,,21.684411663216007,,,Watford
2010-07,Oxford High St,40.72206638616175,,18.094220430107526,,,Oxford
2010-07,Oxford St Ebbes (Cal Club),,53.17187148989393,,,,Oxford
2010-07,Reading - Caversham Road,27.813288564551755,,21.927822580645163,,,Reading
2010-07,Reading - Kings Road,34.50688513298982,,24.58982638446173,,,Reading
2010-07,Reading - Oxford Road,25.78293010752688,,20.219241652518388,,,Reading
2010-07,Reading Caversham Road,27.813288564551755,,21.927822580645163,,,Reading
2010-07,Reading Kings Road,34.50688513298982,,24.58982638446173,,,Reading
2010-07,Reading Oxford Road,25.78293010752688,,20.219241652518388,,,Reading
2010-07,Watford Town Hall,27.399521158286937,,16.244214586255264,,,Watford
2010-08,Oxford High St,48.04280449907874,,15.505171809256664,,,Oxford
2010-08,Oxford St Ebbes (Cal Club),,44.761093301275615,,,,Oxford
2010-08,Reading - Caversham Road,33.85187163994433,,26.34722557644759,,,Reading
2010-08,Reading - Kings Road,32.094580775699285,,18.44713010204082,,,Reading
2010-08,Reading - Oxford Road,27.480481533426836,,18.560835117246135,,,Reading
2010-08,Reading Caversham Road,33.85187163994433,,26.34722557644759,,,Reading
2010-08,Reading Kings Road,32.094580775699285,,18.44713010204082,,,Reading
2010-08,Reading Oxford Road,27.480481533426836,,18.560835117246135,,,Reading
2010-08,Watford Town Hall,26.35580737246235,,14.919786096256685,,,Watford
2010-09,Oxford High St,55.55018115942029,,19.48723429951691,,,Oxford
2010-09,Oxford St Ebbes (Cal Club),,46.8395790200138,,,,Oxford
2010-09,Reading - Caversham Road,45.193925120772946,,26.63591011042098,,,Reading
2010-09,Reading - Kings Road,38.81505584728633,,25.554049889883498,,,Reading
2010-09,Reading - Oxford Road,34.91650362318841,,23.259067460317457,,,Reading
2010-09,Reading Caversham Road,45.193925120772946,,26.63591011042098,,,Reading
2010-09,Reading Kings Road,38.81505584728633,,25.554049889883498,,,Reading
2010-09,Reading Oxford Road,34.91650362318841,,23.259067460317457,,,Reading
2010-09,Watford Town Hall,32.322767575839414,,21.25438392192515,,,Watford
2010-10,Oxford High St,60.46750818139318,,22.447170740666532,,,Oxford
2010-10,Oxford St Ebbes (Cal Club),,44.60444364594562,,,,Oxford
2010-10,Reading - Caversham Road,57.194225238322936,,29.92981320450885,,,Reading
2010-10,Reading - Kings Road,56.031168465723134,,26.180794659061448,,,Reading
2010-10,Reading - Oxford Road,39.54358929406265,,26.477969348659006,,,Reading
2010-10,Reading Caversham Road,57.194225238322936,,29.92981320450885,,,Reading
2010-10,Reading Kings Road,56.031168465723134,,26.180794659061448,,,Reading
2010-10,Reading Oxford Road,39.54358929406265,,26.477969348659006,,,Reading
2010-10,Watford Town Hall,37.27431112365895,,22.87585554542076,,,Watford
2010-11,Oxford High St,64.3596618357488,,23.42832321663843,,,Oxford
2010-11,Reading - Caversham Road,60.838229375722335,,28.575917874396136,,,Reading
2010-11,Reading - Kings Road,57.35272122019104,,29.095957792207795,,,Reading
2010-11,Reading - Oxford Road,46.24781353126161,,25.868683862433862,,,Reading
2010-11,Reading Caversham Road,60.838229375722335,,28.575917874396136,,,Reading
2010-11,Reading Kings Road,57.35272122019104,,29.095957792207795,,,Reading
2010-11,Reading Oxford Road,46.24781353126161,,25.868683862433862,,,Reading
2010-11,Watford Town Hall,39.345833333333324,,27.316968599033817,,,Watford
2010-12,Oxford High St,70.90411604524509,,23.319124590930343,,,Oxford
2010-12,Oxford St Ebbes (Cal Club),,28.246959109730845,,,,Oxford
2010-12,Reading - Caversham Road,66.40439882697947,,29.002031222043296,,,Reading
2010-12,Reading - Kings Road,65.91355849446428,,25.783450635386128,,,Reading
2010-12,Reading - Oxford Road,52.813137300909176,,25.06524259122943,,,Reading
2010-12,Reading Caversham Road,66.51801767676767,,29.002031222043296,,,Reading
2010-12,Reading Kings Road,65.94248266650197,,25.888898989899,,,Reading
2010-12,Reading Oxford Road,52.887047433161705,,25.004082374068762,,,Reading
2010-12,Watford Town Hall,47.81849829693448,,25.400868431864225,,,Watford
2011-01,Oxford High St,60.506109481915935,,23.151024985590755,,,Oxford
2011-01,Oxford St Ebbes (Cal Club),,32.93333333333333,,,,Oxford
2011-01,Reading - Caversham Road,56.74659302010286,,28.561576354679804,,,Reading
2011-01,Reading - Kings Road,59.52712131837306,,27.18614172176585,,,Reading
2011-01,Reading - Oxford Road,45.86003975163627,,25.44587614762426,,,Reading
2011-01,Reading Caversham Road,56.74659302010286,,28.561576354679804,,,Reading
2011-01,Reading Kings Road,59.52712131837306,,27.18614172176585,,,Reading
2011-01,Reading Oxford Road,45.86003975163627,,25.44587614762426,,,Reading
2011-01,Watford Town Hall,40.920515873015866,,21.46831797235024,,,Watford
2011-02,Oxford High St,54.756133876475495,,24.114947552447553,,,Oxford
2011-02,Oxford St Ebbes (Cal Club),,43.477004517221914,,,,Oxford
2011-02,Reading - Caversham Road,53.96458330357143,,36.73193333333333,,,Reading
2011-02,Reading - Kings Road,53.87914074140081,,34.14061883629192,,,Reading
2011-02,Reading - Oxford Road,41.495833348214276,,29.694942496229267,,,Reading
2011-02,Reading Caversham Road,53.96458330357143,,36.73193333333333,,,Reading
2011-02,Reading Kings Road,53.87914074140081,,34.14061883629192,,,Reading
2011-02,Reading Oxford Road,41.495833348214276,,29.694942496229267,,,Reading
2011-02,Watford Town Hall,45.608436853002054,,30.226978637304722,,,Watford
2011-03,Oxford High St,66.46091555709368,,38.491728701406124,,,Oxford
2011-03,Oxford St Ebbes (Cal Club),,42.0321709379914,,,,Oxford
2011-03,Reading - Caversham Road,61.7607709022149,,48.17633682361372,,,Reading
2011-03,Reading - Kings Road,67.79738569019183,,47.18538689968741,,,Reading
2011-03,Reading - Oxford Road,51.28747076729779,,46.647516325536074,,,Reading
2011-03,Reading Caversham Road,61.7607709022149,,48.17633682361372,,,Reading
2011-03,Reading Kings Road,67.79738569019183,,47.18538689968741,,,Reading
2011-03,Reading Oxford Road,51.28747076729779,,46.647516325536074,,,Reading
2011-03,Watford Town Hall,53.08579458176232,,41.66053972908812,,,Watford
2011-04,Oxford High St,58.84420289855072,,32.2242997893284,,,Oxford
2011-04,Oxford St Ebbes (Cal Club),,45.54444444444445,,,,Oxford
2011-04,Reading - Caversham Road,49.981671228825526,,44.74724489795919,,,Reading
2011-04,Reading - Kings Road,62.13087339410408,,39.112234848484846,,,Reading
2011-04,Reading - Oxford Road,51.271792888623274,,36.160202798663335,,,Reading
2011-04,Reading Caversham Road,49.981671228825526,,44.74724489795919,,,Reading
2011-04,Reading Kings Road,62.13087339410408,,39.112234848484846,,,Reading
2011-04,Reading Oxford Road,51.271792888623274,,36.160202798663335,,,Reading
2011-04,Watford Town Hall,43.798731884057965,,36.041934092477554,,,Watford
2011-05,Oxford High St,43.50753856942496,,20.929389264312125,,,Oxford
2011-05,Oxford St Ebbes (Cal Club),,53.036231884057976,,,,Oxford
2011-05,Reading - Caversham Road,36.93994486872583,,31.601688113870292,,,Reading
2011-05,Reading - Kings Road,41.27176091206596,,23.736827956989245,,,Reading
2011-05,Reading - Oxford Road,26.52648083216457,,24.650295366188644,,,Reading
2011-05,Reading Caversham Road,36.93994486872583,,31.601688113870292,,,Reading
2011-05,Reading Kings Road,41.27176091206596,,23.736827956989245,,,Reading
2011-05,Reading Oxford Road,26.52648083216457,,24.650295366188644,,,Reading
2011-05,Watford Town Hall,30.822580645161285,,21.354546517064048,,,Watford
2011-06,Oxford High St,45.17376639061422,,18.064002415458944,,,Oxford
2011-06,Oxford St Ebbes (Cal Club),,42.92846947738253,,,,Oxford
2011-06,Reading - Caversham Road,37.94527173913044,,26.870261818495514,,,Reading
2011-06,Reading - Kings Road,38.52419571622017,,18.84561649659864,,,Reading
2011-06,Reading - Oxford Road,25.102603519668737,,17.193840934924694,,,Reading
2011-06,Reading Caversham Road,37.94527173913044,,26.870261818495514,,,Reading
2011-06,Reading Kings Road,38.52419571622017,,18.84561649659864,,,Reading
2011-06,Reading Oxford Road,25.102603519668737,,17.193840934924694,,,Reading
